"city, state_name",utm easting,utm northing,zone number,zone letter,population,density
"Montfort, Wisconsin",709331.6386935835,4760647.3134016795,15,T,688,493
"Pleasant Hill, Louisiana",451125.49114868866,3520090.5881805387,15,R,688,164
"La Fargeville, New York",423070.8175791311,4894093.066336427,18,T,688,80
"Junction City, California",494806.5046941701,4508498.412223861,10,T,688,9
"Shannon, Illinois",273596.7388752615,4670332.0244232705,16,T,688,551
"Wheaton, Missouri",405657.9635856318,4068947.2628357154,15,S,688,522
"Gorham, New York",325436.55719291966,4740771.102761228,18,T,687,139
"Allenport, Pennsylvania",256263.94979194985,4472626.175683923,18,T,687,273
"Greeley Hill, California",752913.856597788,4182724.7873633527,10,S,687,12
"Olin, Iowa",653908.4017093343,4651191.17118539,15,T,687,259
"Wellsburg, Iowa",506037.3425335153,4697956.082348152,15,T,687,241
"Bokchito, Oklahoma",763952.9370145643,3767826.0197974374,14,S,687,679
"Clarks Grove, Minnesota",473517.41107311397,4845469.634896364,15,T,687,467
"Calumet, Michigan",390009.6770857836,5233726.3745795395,16,T,687,1331
"Atlanta, Michigan",724333.3409123415,4987081.231874466,16,T,687,80
"Silverton, Texas",288383.27083110216,3816834.9615327423,14,S,686,263
"Newland, North Carolina",416507.476789119,3994107.0447508856,17,S,686,354
"Indianola, California",408846.2619041082,4518593.886554084,10,T,686,187
"Linnell Camp, California",300460.35923746217,4020503.144491624,11,S,686,2261
"Madison, Arkansas",707121.6464251082,3877483.219690058,15,S,686,151
"Grayhawk, Missouri",742658.5323562444,4201754.9707759125,15,S,686,60
"Buffalo Lake, Minnesota",371950.0513044488,4955007.317169436,15,T,686,377
"Carlton, Montana",723939.7780973536,5173725.2110907715,11,T,686,43
"Scooba, Mississippi",361745.4099247849,3633429.4645301146,16,S,686,106
"Thaxton, Mississippi",299897.50722268166,3798348.2717668884,16,S,686,25
"War, West Virginia",439728.7570256247,4128813.7388398526,17,S,685,296
"Leroy, Alabama",407972.86462301866,3484891.2173335897,16,R,685,22
"Amity, Arkansas",457339.79500881437,3791769.4800390294,15,S,685,82
"Wild Rose, Wisconsin",320637.681168364,4894202.604346566,16,T,684,181
"Powellton, West Virginia",471765.3871147905,4216304.643022336,17,S,684,49
"Sedalia, North Carolina",624188.348263233,3993258.2854579375,17,S,684,132
"East Butler, Pennsylvania",597113.5802790921,4525953.280768478,17,T,684,253
"Mounds, Illinois",304320.1169693691,4109844.344308252,16,S,684,218
"Trenton, Texas",747232.9236733243,3701820.8763360986,14,S,683,140
"Detroit, Texas",289851.8821275416,3726785.1026501986,15,S,683,166
"Westover Hills, Texas",648751.7825771064,3623977.9280891893,14,S,683,372
"Elwood, Nebraska",427090.21111437865,4493568.189048514,14,T,683,509
"Pomfret, Maryland",323116.34643922315,4271004.17568096,18,S,683,96
"Bloomdale, Ohio",285803.48695196916,4560949.743716826,17,T,683,396
"Spring Valley, Kentucky",621477.6295738417,4239659.203044171,16,S,683,1334
"Madrone, New Mexico",341459.6793615712,3827737.0468408884,13,S,682,85
"Millville, California",570303.1639994433,4489979.62388473,10,T,682,32
"Bradford, Illinois",277021.93419703573,4561835.183613428,16,T,682,661
"Woodlawn, Illinois",322166.87206540705,4244200.130810051,16,S,682,309
"Aroma Park, Illinois",432706.26404419116,4547813.808017415,16,T,682,140
"Ruthven, Iowa",345589.26848257286,4777000.412858998,15,T,682,623
"Porter, Oklahoma",272425.1349744507,3972319.6896151025,15,S,682,350
"Boswell, Oklahoma",235164.3015936591,3768983.102805554,15,S,682,383
"Wayne Lakes, Ohio",699474.80683936,4432783.185136014,16,T,682,495
"Stockton, Utah",384046.49449755903,4478558.141323686,12,T,682,156
"Hoffman, Minnesota",283554.46963885135,5079392.759073244,15,T,682,122
"Scranton, Kansas",261961.17685133492,4295685.811837503,15,S,682,244
"Onaga, Kansas",743351.5822056736,4374889.127852834,14,S,682,401
"The Silos, Montana",454913.02985484817,5138481.124714893,12,T,682,51
"Enoree, South Carolina",411952.9280703687,3835681.6890771263,17,S,682,170
"Kress, Texas",247248.89863498474,3806139.810559753,14,S,681,472
"Strykersville, New York",708972.6605581056,4731546.812702227,17,T,681,76
"Kreamer, Pennsylvania",333740.1568928124,4518457.758362082,18,T,681,212
"Saxton, Pennsylvania",734279.6741503645,4455000.673526877,17,T,681,646
"Millerstown, Pennsylvania",317708.46206844196,4491509.433525921,18,T,681,311
"Wilton, Alabama",511208.9441224756,3660306.340795023,16,S,681,274
"Ririe, Idaho",437773.0320338724,4831334.696086968,12,T,681,508
"Rocky Fork Point, Ohio",284935.24186586775,4340571.27688502,17,S,681,369
"Miller, Missouri",425416.9096801059,4119032.175620658,15,S,681,346
"Maple Rapids, Michigan",687982.96308197,4775365.490792845,16,T,681,192
"Palo Seco, Puerto Rico",188997.4594341637,1993680.331084421,20,Q,681,578
"Reeseville, Wisconsin",350404.9756932156,4796470.583964005,16,T,680,420
"North Walpole, New Hampshire",707688.4067975797,4780294.806607167,18,T,680,383
"Madrid, New York",489717.1676099103,4954998.5457007345,18,T,680,70
"Greens Landing, Pennsylvania",372297.0257708632,4643284.688546092,18,T,680,98
"Gillett, Arkansas",649502.9192061522,3776570.374753812,15,S,680,263
"Ochlocknee, Georgia",781594.2663901324,3430584.331816605,16,R,680,283
"McClure, Ohio",253993.85253439008,4584118.554925055,17,T,680,527
"Lake Shore, Utah",436248.37600646913,4442698.634508563,12,T,680,24
"Parkdale, Michigan",557421.1265822699,4902335.6890341,16,T,680,169
"Peña Pobre, Puerto Rico",201515.56342785235,2016537.4944881895,20,Q,680,2625
"Powers, Oregon",412346.83255437255,4748703.113010264,10,T,680,448
"Pueblo Nuevo, Texas",469388.5936696688,3041179.3553076196,14,R,679,450
"Hollow Rock, Tennessee",385225.95455017465,3988636.676389776,16,S,679,155
"Connoquenessing, Pennsylvania",583060.3773054709,4518953.713480264,17,T,679,192
"Oxford, Arkansas",597171.7476483277,4007693.743733519,15,S,679,38
"La Moille, Illinois",309511.5363387839,4600123.1449447805,16,T,679,218
"Kingston, Georgia",689318.3940221666,3789791.0131811434,16,S,679,208
"Colfax, Indiana",528361.1846935176,4449354.004686525,16,T,679,707
"Boyden, Iowa",743521.0030239946,4786175.14145508,14,T,679,384
"Central, Utah",267576.76864401845,4144149.091673449,12,S,679,104
"Warsaw, Minnesota",469897.45337333094,4900553.687583075,15,T,679,304
"Minneola, Kansas",410381.68794308667,4144399.516807513,14,S,679,570
"Cascade, Montana",446868.7893858776,5236186.156607336,12,T,679,399
"Melrose, Oregon",462863.2063004836,4789001.130283306,10,T,679,60
"Dongola, Illinois",308230.96046953916,4136998.0520803644,16,S,678,240
"Paragon, Indiana",537655.0959891783,4360725.044284489,16,S,678,951
"West Mansfield, Ohio",284074.12231548934,4475341.0679388745,17,T,678,313
"Mound City, Kansas",337914.11597690015,4222165.23005876,15,S,678,226
"Reidville, South Carolina",399000.62931223225,3858739.935768356,17,S,678,155
"Hindman, Kentucky",324425.6272582856,4133878.1122893766,17,S,678,84
"Beasley, Texas",217416.88498400175,3266325.684875364,15,R,677,245
"Point Comfort, Texas",738550.0432953686,3174030.6198862405,14,R,677,198
"Kingstown, North Carolina",443673.9717283757,3913376.157235965,17,S,677,148
"Sherman, New York",616102.8616761377,4668385.891032567,17,T,677,299
"Nuangola, Pennsylvania",418003.6225700732,4556757.06860627,18,T,677,248
"Brownstown, Pennsylvania",675218.3702583888,4466804.2898883335,17,T,677,1115
"Deerfield, Massachusetts",696861.12616171,4713220.19970705,18,T,677,142
"Ohio City, Ohio",701184.2657117406,4515992.567136607,16,T,677,491
"Fleming-Neon, Kentucky",348705.2461023977,4117898.850843491,17,S,677,161
"Rockland, Wisconsin",667303.5265843584,4863709.181030034,15,T,676,389
"Clyde, California",585328.2269999498,4209068.084604515,10,S,676,1821
"Loleta, California",396628.6915773694,4499613.13006647,10,T,676,122
"Keiser, Arkansas",762857.9664817248,3951678.229791833,15,S,676,702
"Elnora, Indiana",492661.5884140974,4303041.910750689,16,S,676,267
"Kiowa, Oklahoma",234274.2637653477,3846082.6568350247,15,S,676,204
"Palmarejo, Puerto Rico",782987.6344441308,1999779.6278021073,19,Q,676,442
"Pe Ell, Washington",477148.44225306466,5157558.101024871,10,T,675,440
"Noorvik, Alaska",410545.80614587653,7413802.52344177,4,W,675,310
"Hebron, North Dakota",725103.9452129295,5198548.457791022,13,T,675,173
"Salisbury, Pennsylvania",664115.6862602741,4402153.583211099,17,S,675,679
"Cold Springs, California",684575.1479540304,4290821.009067099,10,S,675,344
"Kirkwood, Illinois",689756.4040903348,4526522.185309836,15,T,675,277
"Alapaha, Georgia",288541.28755194414,3474208.9589270004,17,R,675,253
"Pennville, Indiana",657034.8335174537,4484015.938083687,16,T,675,524
"Mount Aetna, Maryland",275658.0062649821,4386502.318608357,18,S,675,184
"Leawood, Missouri",367061.31191947457,4099610.954873958,15,S,675,211
"Hendricks, Minnesota",704434.9800979742,4931470.918111588,14,T,675,278
"Pikeville, North Carolina",228968.01344843215,3932277.5405103005,18,S,674,344
"Parishville, New York",515833.62028295046,4941391.1570709,18,T,674,79
"Mohrsville, Pennsylvania",416492.4083967125,4481289.931358216,18,T,674,398
"Grand View Estates, Colorado",515561.0044494028,4377152.233481008,13,S,674,317
"Weiner, Arkansas",689697.2342217105,3943788.9375918857,15,S,674,190
"Bethel, Vermont",690030.2009325656,4855840.029092629,18,T,674,163
"Lakeside, Ohio",353745.471274029,4600278.127999505,17,T,674,378
"Chillicothe, Texas",452639.0180122279,3790661.01657582,14,S,673,254
"Toksook Bay, Alaska",491455.5739988738,6710816.112607185,3,V,673,9
"McAdenville, North Carolina",492678.02013118344,3902456.3504995713,17,S,673,191
"Coloma, California",682824.6886074931,4296976.7074593585,10,S,673,77
"Clayton, Illinois",674234.3946712927,4433095.487606435,15,T,673,293
"Upper Marlboro, Maryland",347670.57548367896,4297942.601873396,18,S,673,632
"Tenkiller, Oklahoma",331419.6114116645,3963094.30962266,15,S,673,13
"New Bloomfield, Missouri",578990.774906322,4285731.005612587,15,S,673,168
"Chicopee, Kansas",345575.44407068205,4138832.9861691385,15,S,673,82
"Bardwell, Kentucky",320933.28384240903,4082779.2676281263,16,S,673,300
"New Underwood, South Dakota",673196.8819992127,4885011.760229666,13,T,673,233
"Kimball, South Dakota",503470.16546186374,4843752.002747874,14,T,673,84
"Sunset Valley, Texas",613957.9306784982,3344399.1459178817,14,R,672,185
"Aurora, New York",360925.28274456575,4734575.739127447,18,T,672,282
"Miranda, California",430468.62684961874,4453483.680212508,10,T,672,173
"Ellendale, Minnesota",475952.6373806671,4857777.598981532,15,T,672,311
"Kasota, Minnesota",422700.67241997266,4904717.467786314,15,T,672,213
"Haviland, Kansas",490654.16454125394,4163371.4096988346,14,S,672,526
"Six Mile, South Carolina",333946.36734340445,3853275.482036729,17,S,672,127
"Brownsboro Farm, Kentucky",622882.1448915108,4240479.570684105,16,S,672,1141
"Nenahnezad, New Mexico",729900.2514531561,4068610.8845522497,12,S,671,74
"Strawn, Texas",547149.9162486319,3601612.6461120886,14,S,671,332
"Adams, Tennessee",494328.2324175973,4048572.3312672838,16,S,671,98
"Edmeston, New York",479335.30803975574,4727409.890429483,18,T,671,59
"Briar Creek, Pennsylvania",391911.47810132185,4544693.508094102,18,T,671,156
"Farmersville, Illinois",271767.1569422816,4369095.91666592,16,S,671,368
"Morley, Missouri",267686.3109252829,4102867.331245923,16,S,671,323
"Marble, Minnesota",477785.64323904447,5241656.514141304,15,T,671,60
"Vader, Washington",503312.9300091093,5138992.716193251,10,T,670,278
"Petrolia, Texas",570986.8335406081,3763885.987359206,14,S,670,350
"Great Bend, Pennsylvania",438200.6218600768,4647114.107981826,18,T,670,884
"St. Florian, Alabama",443115.86512548325,3858958.61491582,16,S,670,68
"Cecilton, Maryland",425310.78346809745,4362035.985574343,18,S,670,535
"Havre North, Montana",598037.7518150604,5379752.994457194,12,U,670,77
"Kuttawa, Kentucky",400876.07345443266,4102043.075461359,16,S,670,118
"Rocky Hill, New Jersey",530506.9486381349,4472239.074486011,18,T,669,422
"Oak Grove, Texas",751836.3516850325,3602654.450270894,14,S,669,131
"McRae, Arkansas",607049.7441723985,3886083.705969033,15,S,669,383
"Bluford, Illinois",348342.19428252336,4243366.21288041,16,S,669,166
"Freeport, Minnesota",368440.4107880023,5057959.211174123,15,T,669,219
"Hillman, Michigan",271889.9323512397,4994222.641746427,17,T,669,158
"Colton, South Dakota",666715.2210149374,4850313.378203205,14,T,669,368
"Armour, South Dakota",553127.2386134495,4796448.600858195,14,T,669,273
"Happy, Texas",238420.49811604334,3848106.752118394,14,S,668,243
"Palmer, Tennessee",630323.9109222795,3913644.847441496,16,S,668,52
"Douglassville, Pennsylvania",438338.7058131271,4456612.184306026,18,T,668,399
"Douglas City, California",506246.5951364231,4501417.188445711,10,T,668,10
"Saybrook, Illinois",370530.2763776871,4476392.344065908,16,T,668,325
"Adrian, Georgia",350491.3281791172,3600368.3043737407,17,S,668,187
"McBain, Michigan",642607.3059354569,4895202.096009455,16,T,668,204
"Worden, Montana",719875.9486430117,5093774.619229223,12,T,668,130
"Hampton, Pennsylvania",324106.7522980728,4421894.260746313,18,S,667,419
"Silver Cliff, Colorado",464026.89234605577,4219253.31983103,13,S,667,16
"Coggon, Iowa",621178.3028754166,4681721.903041946,15,T,667,412
"Liberty, Mississippi",709638.3353661036,3449538.752291227,15,R,667,124
"Cecilia, Kentucky",592415.7330326552,4168852.8358091987,16,S,667,179
"Nisqually Indian Community, Washington",524867.2964785582,5207194.108080204,10,T,666,90
"Beverly, West Virginia",597908.0636568044,4300092.155321719,17,S,666,585
"White Hall, West Virginia",569813.8223090343,4364154.960783591,17,S,666,244
"Chamberino, New Mexico",341594.37402875384,3545700.734523484,13,S,666,84
"Rushville, New York",317741.67520664015,4736647.394952721,18,T,666,402
"Park Crest, Pennsylvania",410600.0334446303,4519227.516965782,18,T,666,361
"Sligo, Pennsylvania",626250.224925331,4551846.6046138825,17,T,666,182
"Forest View, Illinois",435224.11503683595,4628675.18565912,16,T,666,220
"Winslow West, Arizona",526748.405426042,3872228.3991693575,12,S,666,14
"Sebeka, Minnesota",340180.4131644808,5166054.701372733,15,T,666,104
"Canyon City, Oregon",344743.24326161353,4917372.065073534,11,T,666,182
"Taholah, Washington",403829.6006149818,5242433.398499905,10,T,665,74
"Eleva, Wisconsin",621433.360252939,4937022.177671642,15,T,665,451
"Sullivan, Wisconsin",370400.8921157889,4763352.22739106,16,T,665,226
"Auburndale, Wisconsin",736835.8314001459,4945808.477440583,15,T,665,123
"Potosi, Wisconsin",687535.829740041,4728653.925134006,15,T,665,156
"Yakutat, Alaska",579295.1740486808,6604027.954118923,7,V,665,2
"Ocean Isle Beach, North Carolina",736769.5656479883,3754142.36839072,17,S,665,69
"Avon, North Carolina",453940.2852797699,3911609.752188131,18,S,665,113
"Turbotville, Pennsylvania",351408.5197379506,4551577.704940244,18,T,665,571
"Albert City, Iowa",340568.12335966644,4738404.549195816,15,T,665,471
"Parcelas Viejas Borinquen, Puerto Rico",813094.2168535304,2011948.927917317,19,Q,665,5296
"Holden Beach, North Carolina",747947.9508988594,3755637.6684328574,17,S,664,93
"Friendship, Tennessee",297738.35198835033,3976109.729610524,16,S,664,194
"High Falls, New York",573209.1971046018,4630999.663613468,18,T,664,214
"Thompsontown, Pennsylvania",310695.9001157405,4492961.627278643,18,T,664,786
"South New Castle, Pennsylvania",555048.838085938,4536154.640956355,17,T,664,790
"Smith Corner, California",293410.59807924856,3928525.6855260874,11,S,664,1167
"Norwich, Vermont",717335.8212911058,4844323.790605683,18,T,664,176
"Sycamore, Georgia",250157.29140018087,3506987.5226519126,17,R,664,259
"Kooskia, Idaho",579042.1105571158,5110256.112224806,11,T,664,405
"Russia, Ohio",720533.0648220856,4456964.15801461,16,T,664,326
"Racine, Ohio",421061.9177169597,4313675.774518173,17,S,664,488
"Center City, Minnesota",514550.97375859664,5026748.238415053,15,T,664,438
"Loretto, Minnesota",449976.3949646826,4989234.310578631,15,T,664,993
"Wye, Montana",718145.524218491,5203853.398779863,11,T,664,87
"Mathiston, Mississippi",302438.6311806112,3713070.416610406,16,S,664,104
"Startup, Washington",593542.8882884034,5302275.254919395,10,T,663,61
"Addison, West Virginia",551619.4606005421,4259040.346584425,17,S,663,568
"Peñasco, New Mexico",437882.5069708862,4003058.461480142,13,S,663,210
"Crofton, Nebraska",622909.2845310294,4732091.906186497,14,T,663,400
"Puryear, Tennessee",380583.364881317,4033721.7365951943,16,S,663,270
"Silverton, Colorado",265417.30135343934,4188191.1192393503,13,S,663,306
"Deer Creek, Illinois",302831.3510683109,4500219.950823154,16,T,663,478
"St. Leon, Indiana",675568.90382927,4351323.281431967,16,S,663,37
"Oldenburg, Indiana",654770.8129674193,4355912.5550891375,16,S,663,595
"St. Johns, Arizona",389351.04061485315,3686140.620990438,12,S,663,112
"Viola, Wisconsin",688065.3739488797,4819748.151563424,15,T,662,256
"Greenwood, Florida",675790.1462281587,3416941.8034880776,16,R,662,56
"Alda, Nebraska",544840.6223356363,4524084.805726926,14,T,662,452
"Tres Pinos, California",650742.9100604169,4072952.4282277916,10,S,662,71
"Dobbins, California",653970.5425484132,4358883.44904028,10,S,662,32
"Matherville, Illinois",700596.6233183567,4570340.919538146,15,T,662,653
"Oneida, Illinois",733164.7250507852,4550483.712146836,15,T,662,334
"Dudleyville, Arizona",524826.3090323401,3641651.265942732,12,S,662,38
"Iron River, Wisconsin",622090.2702961182,5158292.068164532,15,T,661,40
"Ashley, North Dakota",471089.3837486317,5097970.754668286,14,T,661,396
"Elmwood, Nebraska",728072.6784402684,4524807.11921851,14,T,661,679
"Osino, Nevada",612705.5309954962,4533059.434380474,11,T,661,102
"Mechanicsburg, Illinois",293961.9235820178,4408563.593013525,16,S,661,246
"Cleveland, Missouri",360998.9556731998,4282345.240011839,15,S,661,172
"Rolling Fields, Kentucky",616275.2505006101,4236486.142428929,16,S,661,1098
"Manzanita, Oregon",427216.43360639334,5062974.741380191,10,T,661,310
"Amherst, Texas",738734.5950641112,3766500.422988614,13,S,660,278
"Blessing, Texas",771423.5631407304,3197066.2417496415,14,R,660,125
"Pultneyville, New York",322896.41996818787,4793500.011404486,18,T,660,113
"Shenandoah Retreat, Virginia",252485.99323755677,4335919.065330436,18,S,660,169
"Cisne, Illinois",374683.2322178845,4263836.956345614,16,S,660,404
"Flovilla, Georgia",229542.1229708076,3683027.490453152,17,S,660,130
"Agency, Missouri",349152.86919635185,4392587.444801763,15,S,660,69
"Motley, Minnesota",373603.09667066,5132568.861237165,15,T,660,183
"La Prairie, Minnesota",462809.39843907923,5230862.970532035,15,T,660,154
"Parkway Village, Kentucky",610474.9203772473,4230012.208931458,16,S,660,2907
"Strathmoor Village, Kentucky",615739.1394975954,4231140.011839084,16,S,660,2440
"Bay View, Washington",539694.0342107826,5370569.898978521,10,U,659,97
"St. Edward, Nebraska",594951.882216806,4602828.385645581,14,T,659,386
"Maury City, Tennessee",299080.79465887934,3965656.4920241246,16,S,659,225
"Deer Lake, Pennsylvania",410639.47392361704,4497266.679078048,18,T,659,580
"Bluffs, Illinois",711173.6892451522,4402849.0988442125,15,S,659,285
"Dalzell, Illinois",317983.49971152726,4580461.921815962,16,T,659,262
"Taylor Springs, Illinois",284364.4436917155,4334277.65352161,16,S,659,249
"Millington, Illinois",366393.72878543136,4602420.338363917,16,T,659,359
"Palmyra, Illinois",242150.94751578712,4369279.485873435,16,S,659,254
"Blairstown, Iowa",576130.5468147153,4639735.818603264,15,T,659,512
"Finzel, Maryland",675581.6845213431,4396665.804764765,17,S,659,64
"Sardis, Ohio",508075.92833959917,4386319.038869958,17,S,659,201
"Wabasso, Minnesota",320401.1889721355,4919053.194663376,15,T,659,299
"Heidelberg, Mississippi",311991.1951076904,3529944.40678776,16,R,659,49
"Pippa Passes, Kentucky",334045.5640458219,4133592.9560400615,17,S,659,570
"Wampum, Pennsylvania",555661.4379809137,4526345.479257142,17,T,658,258
"Oak Level, Virginia",594640.8759479463,4072589.6674576607,17,S,658,41
"Remington, Virginia",255217.2510512585,4268871.624064446,18,S,658,1159
"San Luis, Colorado",462507.3957474483,4117409.2271103263,13,S,658,448
"Carlisle, Indiana",465214.17530692474,4312503.169752684,16,S,658,490
"Stanwood, Iowa",653572.2131961646,4639519.8527305825,15,T,658,321
"Sharptown, Maryland",437337.48377759854,4265777.140796381,18,S,658,601
"Virgin, Utah",304011.3926510415,4120253.9823367316,12,S,658,14
"Clyde, Kansas",637380.0827664145,4383675.196646593,14,S,658,377
"Clio, South Carolina",633351.6804036765,3827328.834951424,17,S,658,296
"Selma, Oregon",449282.47701514774,4681014.907987224,10,T,658,39
"Friendship, Wisconsin",273783.25624371006,4872630.0295861885,16,T,657,281
"Rossiter, Pennsylvania",673889.1415714433,4529607.827347626,17,T,657,134
"Milan, Georgia",305151.6466470313,3544446.5197392683,17,S,657,81
"McNary, Arizona",605709.4298072533,3772982.665400937,12,S,657,46
"Marion, Utah",476101.8801818136,4503417.764517517,12,T,657,43
"Westwood, Kentucky",623832.9865964979,4237785.891268019,16,S,657,2097
"Happy Valley, Alaska",577885.5857460264,6642619.3968787715,5,V,656,2
"Elrod, North Carolina",662228.5109054206,3830907.320085751,17,S,656,47
"Hershey, Nebraska",332325.83898214385,4558455.001903329,14,T,656,331
"Round Hill, Virginia",260731.89838519995,4335063.096595692,18,S,656,690
"Elberfeld, Indiana",460744.46403695573,4223851.067819101,16,S,656,827
"Washburn, Iowa",560189.6514449075,4695692.077171218,15,T,656,204
"Van Horne, Iowa",575379.4199713442,4651098.525539661,15,T,656,272
"Housatonic, Massachusetts",635078.063411548,4678687.6120880665,18,T,656,284
"Sunday Lake, Washington",554330.253595092,5342189.684834852,10,U,655,146
"Skokomish, Washington",488069.63048430864,5241826.735730878,10,T,655,37
"Beemer, Nebraska",681640.3746272051,4644325.362329853,14,T,655,631
"Niantic, Illinois",314778.4563801247,4413807.29742192,16,S,655,243
"Thayer, Illinois",262989.6916922851,4380381.226947069,16,S,655,414
"Shueyville, Iowa",611974.1446016873,4633579.579220074,15,T,655,135
"Cordova, Maryland",413342.0705156241,4302602.629963327,18,S,655,51
"Joliet, Montana",658476.2918881429,5038774.710309556,12,T,655,921
"Wells, New York",556849.837172723,4805064.047588916,18,T,654,32
"Rose Hill, Virginia",287719.48881659936,4060561.1629173597,17,S,654,73
"Milner, Georgia",761912.0754832804,3667842.2991453907,16,S,654,121
"New Washington, Indiana",626664.8052788341,4269585.635953055,16,S,654,48
"Huntington, Massachusetts",674732.2523665227,4678683.93300854,18,T,654,54
"Lake Buckhorn, Ohio",423014.95231910597,4480809.212545618,17,T,654,143
"Greendale, Missouri",733733.9291326108,4286226.487293322,15,S,654,1312
"Lecompton, Kansas",292886.47081650177,4323474.115225392,15,S,654,143
"Monroe, Oregon",476163.8345892974,4907103.53522933,10,T,654,499
"Tierra Amarilla, New Mexico",360668.9129221034,4063403.7182827424,13,S,653,93
"Antwerp, New York",451457.53551932715,4894188.453603775,18,T,653,251
"Bendersville, Pennsylvania",307939.3610574575,4428104.707517686,18,S,653,558
"Pennsbury Village, Pennsylvania",576248.9119369263,4475672.89174568,17,T,653,3338
"Jacksonville, Pennsylvania",644317.6622284473,4491888.434322534,17,T,653,37
"Delft Colony, California",280917.24771022174,4043523.1363511505,11,S,653,3841
"Sycamore Hills, Missouri",730543.9148224646,4286955.540591187,15,S,653,1887
"Clarissa, Minnesota",349434.9887179555,5110160.224448808,15,T,653,248
"Cove, Oregon",436473.9524965049,5016196.787997391,11,T,653,313
"McLaughlin, South Dakota",359323.124278114,5074898.413415143,14,T,653,623
"Hernandez, New Mexico",399253.4749647702,3990816.2292056577,13,S,652,148
"Greensburg, Louisiana",722878.0544963274,3413085.4251645803,15,R,652,99
"Grantsboro, North Carolina",331955.27310429874,3890658.5727927,18,S,652,65
"Yates City, Illinois",751994.7928615648,4518359.965162273,15,T,652,510
"Rocky Ripple, Indiana",570740.224426598,4411258.420213075,16,S,652,831
"Fremont, Wisconsin",350610.7212276128,4902476.440882778,16,T,651,243
"Ducor, California",315376.8583323392,3974157.631717196,11,S,651,411
"Lost Nation, Illinois",303538.36833027354,4642763.956989902,16,T,651,102
"Glenwood, Georgia",342474.7977602574,3561666.5729476297,17,S,651,135
"Waterford, Ohio",444799.08708194515,4376978.447990002,17,S,651,533
"Jewett, Ohio",499736.81128595426,4468614.025412968,17,T,651,494
"Viburnum, Missouri",664866.0844738877,4175829.941641426,15,S,651,146
"Hills, Minnesota",713383.5577794411,4822816.493621325,14,T,651,399
"Weston, Oregon",389232.92512600694,5074648.14673645,11,T,651,370
"Salem, New Mexico",293386.81205131544,3621530.7536989935,13,S,650,209
"Allgood, Alabama",544579.1068862155,3751882.519657611,16,S,650,241
"New Boston, Illinois",667792.0425820085,4559535.19094926,15,T,650,266
"Alhambra, Illinois",262683.28111561685,4307884.6107847225,16,S,650,332
"Holland, Indiana",496639.8942501053,4233154.883721595,16,S,650,671
"Peter, Utah",418058.31711999164,4624887.40592532,12,T,650,11
"Sheridan, Michigan",656462.9959672065,4785780.819726903,16,T,650,227
"Tucker, Mississippi",307852.2495832749,3620785.580893182,16,S,650,64
"Crawford, Mississippi",348683.0015557993,3685979.3365117055,16,S,650,179
"Holden, West Virginia",405056.66541297967,4186813.7193857194,17,S,649,67
"Dahlgren Center, Virginia",322379.0272394637,4245494.492189956,18,S,649,61
"Perdido Beach, Alabama",451602.6416898455,3358275.1074816575,16,R,649,211
"Oak City, Utah",384659.4470084151,4359380.429303829,12,S,649,266
"Birch Tree, Missouri",634221.6160279207,4095569.634823476,15,S,649,181
"Welcome, Minnesota",370431.19036267826,4836054.328450524,15,T,649,172
"Pretty Prairie, Kansas",586087.4970305392,4181855.977964225,14,S,649,435
"Cloverdale, Mississippi",650514.6451053994,3485661.0006823693,15,R,649,220
"Wickliffe, Kentucky",314639.6917565407,4093104.3508148175,16,S,649,219
"Yah-ta-hey, New Mexico",699973.2246140637,3944224.6397529966,12,S,648,62
"Holiday Beach, Texas",695774.0924645747,3117310.5470758933,14,R,648,155
"Riviera, Texas",618786.1580913317,3020145.855724367,14,R,648,67
"Port Leyden, New York",472446.0132881569,4825704.692247636,18,T,648,405
"Owensburg, Indiana",523471.98802348797,4309098.99489736,16,S,648,42
"Timberlake, Ohio",463136.88723822526,4612732.854260415,17,T,648,1185
"Ottertail, Minnesota",303013.7737557549,5144652.631329856,15,T,648,58
"Heron Lake, Minnesota",313380.0292920186,4852053.064319589,15,T,648,201
"Hanover, Kansas",681652.6685661599,4418097.594937096,14,S,648,417
"Woonsocket, South Dakota",558281.7050143107,4878138.96103391,14,T,648,319
"Greenevers, North Carolina",232515.40605499235,3857770.2829675,18,S,647,159
"Gallaway, Tennessee",263067.4350741268,3912469.179920162,16,S,647,40
"New Florence, Pennsylvania",663393.394355956,4471602.272798937,17,T,647,762
"Tioga, Pennsylvania",323047.63231735973,4641673.887970831,18,T,647,538
"Creston, Illinois",336319.7758422544,4644288.898914496,16,T,647,218
"Evansville, Illinois",242844.6909326077,4219739.926757612,16,S,647,316
"Sharpsburg, Maryland",263430.8819213612,4371167.884911565,18,S,647,1157
"Norwood, Missouri",551631.5598884608,4106922.487866421,15,S,647,156
"Norborne, Missouri",441722.3092000938,4350552.845268217,15,S,647,385
"New Chapel Hill, Texas",295928.52639106987,3575885.4193032477,15,S,646,104
"Asharoken, New York",636248.3976232682,4533135.628295887,18,T,646,167
"Baumstown, Pennsylvania",431428.21055436134,4458891.998232195,18,T,646,249
"Beulah Valley, Colorado",501885.9392852919,4213182.49788294,13,S,646,36
"Arivaca, Arizona",472235.58907675155,3493366.347342622,12,R,646,8
