"city, province_name",utm easting,utm northing,zone number,zone letter,population,density
"Algonquin Highlands, Ontario",676095.6378040458,5029849.44771438,17,T,2351,2.3
"Valcourt, Quebec",709636.4051584727,5041999.049174411,18,T,2349,467.3
"Saint George, New Brunswick",668582.9804530062,5017592.6527112555,19,T,2341.00,4.70
"Paquetville, New Brunswick",336214.1043468511,5277858.475115169,20,T,2329.00,10.60
"Saint-Dominique, Quebec",667773.453781265,5048154.996336013,18,T,2327,33.7
"Clearwater, British Columbia",705229.0241593893,5726279.869333797,10,U,2324,41.7
"Addington Highlands, Ontario",322665.5170688591,4985413.150750924,18,T,2323,1.7
"Lillooet, British Columbia",575133.5071151569,5615491.897181691,10,U,2321,84.4
"Burin, Newfoundland and Labrador",638235.7817151228,5212327.729999068,21,T,2315,67.8
"Grand Bank, Newfoundland and Labrador",592327.0917017488,5216995.011014212,21,T,2310,136.1
"Léry, Quebec",594000.7036298634,5022532.507616965,18,T,2307,218.2
"Minto, New Brunswick",723426.2622021344,5114750.31000364,19,T,2305,72.8
"Rosthern No. 403, Saskatchewan",405449.8162570144,5830982.596832795,13,U,2300.00,2.40
"Chase, British Columbia",310918.3136308384,5633120.788854417,11,U,2286,607.0
"Mansfield-et-Pontefract, Quebec",364993.7319615609,5080085.664235606,18,T,2285,4.8
"Saint-Denis, Quebec",643807.3203179952,5071635.338071444,18,T,2285,26.9
"Outlook, Saskatchewan",357710.68711058015,5707421.676958178,13,U,2279,291.0
"Mitchell, Manitoba",661820.5307314557,5489480.032280891,14,U,2279.00,704.70
"Saint-Gédéon-de-Beauce, Quebec",373188.9724095778,5078678.74872487,19,T,2277,11.6
"Saint-Léonard-d'Aston, Quebec",703532.2099319518,5108529.568546984,18,T,2271,27.5
"Lunenburg, Nova Scotia",395116.52048238466,4915289.585658495,20,T,2263,560.1
"Northesk, New Brunswick",707205.0137464267,5237351.322616552,19,T,2263.00,0.70
"Albanel, Quebec",686940.5151756466,5417617.907444156,18,U,2262,11.4
"St. Anthony, Newfoundland and Labrador",597815.506490638,5692186.832570649,21,U,2258,61.0
"Pessamit, Quebec",523280.5568675756,5432896.205503936,19,U,2256.00,8.80
"Maskinongé, Quebec",652923.5151726644,5121880.999990566,18,T,2253,30.2
"Saint-Charles-de-Bellechasse, Quebec",351107.7868417315,5181085.179838399,19,T,2246,24.1
"Fogo Island, Newfoundland and Labrador",703243.5548536517,5505383.629686651,21,U,2244,9.40
"East Broughton, Quebec",340597.9343202368,5120200.799311593,19,T,2229,255.3
"Lantz, Nova Scotia",462666.19294547325,4981881.962388044,20,T,2229.00,749.90
"Calmar, Alberta",314313.135052757,5903696.533580716,12,U,2228,476.2
"Highlands, British Columbia",463078.66394394403,5374219.387467525,10,U,2225,58.5
"Saint-Polycarpe, Quebec",554882.0323564407,5016515.782120707,18,T,2224,31.8
"Logy Bay-Middle Cove-Outer Cove, Newfoundland and Labrador",373787.7327941924,5276544.848546064,22,T,2221,130.9
"Deschambault, Quebec",727777.0426730514,5169863.510171036,18,T,2220.00,17.80
"Canora, Saskatchewan",677376.4224198963,5723432.428564605,13,U,2219,303.7
"Upper Miramichi, New Brunswick",714092.8884045738,5156211.901637649,19,T,2218.00,1.20
"Anmore, British Columbia",510436.9963469539,5462417.012002985,10,U,2210,80.2
"Hardwicke, New Brunswick",345715.02058336604,5209475.738601816,20,T,2201.00,7.90
"Saint-Côme, Quebec",594006.5738539277,5124770.323041765,18,T,2198,13.5
"Waskaganish, Quebec",659622.459886983,5693178.253912021,17,U,2196.00,4.40
"Twillingate, Newfoundland and Labrador",662892.4432986138,5501539.503366032,21,U,2196,85.3
"Saint-Quentin, New Brunswick",621064.0459557939,5263482.928289747,19,T,2194,517.2
"Lebel-sur-Quévillon, Quebec",355085.7399153646,5434908.753104671,18,U,2187,53.8
"Pilot Butte, Saskatchewan",541397.2009827397,5590685.162398306,13,U,2183,377.7
"Nanton, Alberta",302817.91703546187,5581153.250055608,12,U,2181,447.8
"Pierreville, Quebec",668853.2505581186,5103775.734890253,18,T,2176,27.8
"New-Wes-Valley, Newfoundland and Labrador",311628.1280732757,5447344.0119283255,22,U,2172,16.3
"Pennfield Ridge, New Brunswick",681782.6369108794,5006929.262054539,19,T,2170.00,6.00
"West Interlake, Manitoba",545120.6247055058,5648208.926467021,14,U,2162.00,1.30
"Biggar, Saskatchewan",295781.39261945605,5771788.974409793,13,U,2161,137.2
"Britannia No. 502, Saskatchewan",581255.3549207703,5920090.580120642,12,U,2153.00,2.30
"Kent, New Brunswick",630510.6797242354,5164582.222160643,19,T,2153.00,2.60
"Wabana, Newfoundland and Labrador",354814.27906691795,5279210.957509003,22,T,2146,148.00
"Saint-Gilles, Quebec",318456.91629383893,5154180.293816394,19,T,2138,12.1
"Wendake, Quebec",319932.45617408084,5193350.445245708,19,T,2134.00,1253.90
"Saint-Bernard, Quebec",336309.79340121336,5151814.329983356,19,T,2131,23.7
"Sainte-Cécile-de-Milton, Quebec",675836.5602794571,5039103.639380671,18,T,2128,29.1
"Saint-Roch-de-Richelieu, Quebec",642254.0901347671,5082715.624779462,18,T,2122,60.9
"Saint-Nazaire, Quebec",313174.79284040816,5384233.154646229,19,U,2114,14.6
"Saint-Elzéar, Quebec",341129.3535227459,5140567.200894926,19,T,2107,24.1
"Hinchinbrooke, Quebec",570872.0457416218,4988898.745961398,18,T,2103,14.1
"Saint-François-Xavier-de-Brompton, Quebec",730336.3925658537,5046429.680889755,18,T,2101,21.5
"Papineauville, Quebec",498697.9804700618,5051461.8039424,18,T,2101,34.3
"Prairie View, Manitoba",359057.859990146,5577242.309077464,14,U,2088.00,1.20
"Cowichan Bay, British Columbia",450450.1055981751,5401729.613508053,10,U,2086.00,89.50
"Saint-Ignace-de-Loyola, Quebec",644368.2052941842,5103152.275944737,18,T,2086,57.7
"Central Manitoulin, Ontario",406608.3093467557,5063271.897338252,17,T,2084,4.8
"Maple Creek, Saskatchewan",610074.6455120296,5530496.118263578,12,U,2084,471.3
"Glovertown, Newfoundland and Labrador",717194.3291703885,5394605.670933922,21,U,2083,29.6
"Tofield, Alberta",389110.9754231288,5914759.119464231,12,U,2081,253.4
"Madoc, Ontario",300212.06483856024,4939743.017385577,18,T,2078,7.9
"Upton, Quebec",680514.086150266,5057771.660155731,18,T,2075,37.3
"Sainte-Anne-de-Sabrevois, Quebec",640061.3643691798,5006715.134284028,18,T,2074,46.3
"Logan Lake, British Columbia",654963.2390744977,5595515.657896,10,U,2073,6.4
"Sainte-Anne-de-la-Pérade, Quebec",714516.3263419792,5162668.306564322,18,T,2072,18.8
"Saint-Damien-de-Buckland, Quebec",372424.8515067013,5165764.497380229,19,T,2071,25.2
"Baker Lake, Nunavut",643481.4257622565,7136994.779826849,14,W,2069.00,11.40
"Saltair, British Columbia",444085.8341095784,5422223.041421889,10,U,2069.00,305.10
"Pouch Cove, Newfoundland and Labrador",367599.32248464995,5291915.648360411,22,T,2069,35.5
"Saint-Ferdinand, Quebec",301615.2859912641,5108361.141742653,19,T,2067,15.1
"Port McNeill, British Columbia",635571.0735634436,5606017.3403999545,9,U,2064,149.9
"Digby, Nova Scotia",280996.1742116973,4944690.451562696,20,T,2060,654.6
"Manouane, Quebec",546701.6749988302,5228585.504154384,18,T,2060.00,258.40
"Saint-Gervais, Quebec",356067.50542714127,5175405.124231321,19,T,2058,23.1
"Neebing, Ontario",316654.25465822825,5339615.853897691,16,U,2055,2.3
"Redwater, Alberta",361747.26609723386,5979891.6124224905,12,U,2053,102.5
"Saint-Alexandre-de-Kamouraska, Quebec",453091.83491891733,5281112.666191274,19,T,2050,18.4
"Saint-Marc-sur-Richelieu, Quebec",640170.693656623,5060436.548552342,18,T,2050,33.8
"Mandeville, Quebec",626915.8667594689,5136114.529895514,18,T,2043,6.3
"Caplan, Quebec",300232.83113726997,5330897.850082271,20,U,2039,23.7
"Point Edward, Ontario",385198.11468682525,4761010.76127306,17,T,2037,620.6
"Allardville, New Brunswick",316131.27102821687,5256065.857037532,20,T,2032.00,3.10
"Waterville, Quebec",272499.2578882932,5016669.853076673,19,T,2028,45.7
"Saint-Damien, Quebec",616994.8405051144,5131836.466274331,18,T,2020,7.9
"Lac-Nominingue, Quebec",497440.1475590707,5138492.33626812,18,T,2019,6.6
"Obedjiwan, Quebec",505234.84773607063,5390619.1192982225,18,U,2019.00,234.40
"Rama, Saskatchewan",637979.0928391492,5735991.5756198745,13,U,2016,3087.3
"McCreary, Manitoba",465784.8296226756,5622069.965804044,14,U,2011,274.70
"Deloraine-Winchester, Manitoba",395619.5943523748,5448175.239143227,14,U,2011,2.00
"Oakland-Wawanesa, Manitoba",438742.78695935104,5496816.275563687,14,U,2011,2.90
"Brenda-Waskada, Manitoba",375964.3121272548,5448582.145688329,14,U,2011,0.90
"Russell-Binscarth, Manitoba",332811.82065272285,5622165.490852795,14,U,2011,4.30
"Ellice-Archie, Manitoba",338212.7065617421,5577114.858411246,14,U,2011,0.80
"Souris-Glenwood, Manitoba",409129.6300775126,5497230.950915273,14,U,2011,4.40
"Riverdale, Manitoba",408298.76544298837,5536634.862221487,14,U,2011,3.70
"Pembina, Manitoba",533467.4821948081,5447289.408949811,14,U,2011,2.10
"Wallace-Woodworth, Manitoba",360806.1085465072,5531049.045768622,14,U,2011,1.50
"Lorne, Manitoba",518166.17614075186,5476800.776205796,14,U,2011,3.30
"Ethelbert, Manitoba",396098.29827083554,5710541.0436729165,14,U,2011,104.30
"Yellowhead, Manitoba",394806.50175092556,5593574.329551166,14,U,2011,1.80
"Swan Valley West, Manitoba",335626.6162166379,5763500.6349817775,14,U,2011,1.60
"Grey, Manitoba",566791.2357681437,5506733.16827804,14,U,2011,2.80
"Gilbert Plains, Manitoba",399427.27927995345,5668011.463303297,14,U,2011,1.40
"Norfolk-Treherne, Manitoba",529103.453596322,5501496.38596714,14,U,2011,2.40
"Hamiota, Manitoba",383362.3103828975,5561745.763596792,14,U,2011,248.30
"Emerson-Franklin, Manitoba",643475.6987794586,5444136.985187045,14,U,2011,2.60
"Sifton, Manitoba",379648.6479967505,5502753.706894111,14,U,2011,2.6
"Rossburn, Manitoba",377137.603017387,5620934.303260684,14,U,2011,150.40
"Grand View, Manitoba",374875.6373141296,5668583.522426481,14,U,2011,310.30
"Grassland, Manitoba",404991.511523715,5476150.633184881,14,U,2011,1.20
"Louise, Manitoba",508789.6527498368,5447161.568744606,14,U,2011,2.00
"Ste. Rose, Manitoba",469799.45087175246,5652381.839608786,14,U,2011,2.70
"Cartwright-Roblin, Manitoba",479596.6156255953,5442289.709948674,14,U,2011,1.80
"Mossey River, Manitoba",433295.28128008445,5734231.014792105,14,U,2011,1.00
"Lakeshore, Manitoba",454196.8503566888,5677163.7212547,14,U,2011,1.10
"Riding Mountain West, Manitoba",352402.13632009074,5633536.853353004,14,U,2011,0.90
"Clanwilliam-Erickson, Manitoba",442164.6031289257,5595221.349854327,14,U,2011,2.50
"Glenboro-South Cypress, Manitoba",473241.6831848968,5501450.955556654,14,U,2011,1.40
"North Norfolk, Manitoba",511798.9673166713,5530949.73105511,14,U,2011,3.30
"Reinland, Manitoba",602548.0282686865,5443203.515248605,14,U,2011,6.20
"Minitonas-Bowsman, Manitoba",364704.58856659505,5778820.109340215,14,U,2011,1.40
"Kippens, Newfoundland and Labrador",380179.7384656466,5378617.069861071,21,U,2008,140.3
"Blucher, Saskatchewan",416437.5758964844,5763228.448287295,13,U,2006.00,2.50
"Hatley, Quebec",268590.28147350746,5017178.828716962,19,T,2003,28.0
"Saint-Gédéon, Quebec",295628.35796451883,5375572.543547511,19,U,2001,31.5
"Kingsey Falls, Quebec",727742.3496196726,5081566.427237251,18,T,2000,28.7
"Provost, Alberta",549813.752611994,5800652.920656368,12,U,1998,423.0
"Saint-Charles, New Brunswick",345607.28034098307,5170383.113047238,20,T,1997.00,11.40
"Mattawa, Ontario",677073.3818938308,5131806.898084159,17,T,1993,544.8
"Tumbler Ridge, British Columbia",627503.6118010457,6111451.254460118,10,U,1987,1.3
"Terrasse-Vaudreuil, Quebec",579571.9540819495,5027889.604672325,18,T,1986,1865.2
"L'Ascension-de-Notre-Seigneur, Quebec",302569.8742244927,5397581.414234075,19,U,1983,15.0
"Bow Island, Alberta",473647.1219182037,5523874.44622015,12,U,1983,341.6
"Barraute, Quebec",305226.31566669734,5367811.436301933,18,U,1980,4.0
"One Hundred Mile House, British Columbia",616753.7243797104,5722492.0198477665,10,U,1980.00,37.20
"Kedgwick, New Brunswick",624439.8369663038,5278241.202460585,19,T,1979,3.0
"Gambo, Newfoundland and Labrador",704448.7732030202,5407103.516708428,21,U,1978,21.5
"Saint-Liguori, Quebec",610949.9478252147,5096901.6279862225,18,T,1976,39.1
"Bonfield, Ontario",643976.5455056957,5119818.378573274,17,T,1975,9.5
"Pointe-Lebel, Quebec",558318.220485404,5446295.354522936,19,U,1973,23.3
"Saint Mary, New Brunswick",356392.3804777585,5140042.984887098,20,T,1972.00,8.30
"Saint-Patrice-de-Sherrington, Quebec",616567.1824529653,5002539.082757927,18,T,1971,21.3
"Fox Creek, Alberta",512388.1461063758,6027487.774133808,11,U,1971,159.4
"Dawn-Euphemia, Ontario",416728.07598589617,4728002.2482959125,17,T,1967,4.4
"Chapleau, Ontario",320399.93086656736,5300561.292033148,17,T,1964,138.2
"Saint-Esprit, Quebec",603426.0522525744,5083801.164998428,18,T,1963,36.4
"Westfield Beach, New Brunswick",712560.3560553498,5024658.053287554,19,T,1962.00,6.60
"Montague, Prince Edward Island",527020.535067517,5112462.14391738,20,T,1961.00,620.80
"Mashteuiatsh, Quebec",702899.0073310124,5383198.060873282,18,U,1957.00,134.90
"Saint-François-du-Lac, Quebec",667569.4528554402,5103740.6221568985,18,T,1957,30.4
"Eel River Crossing, New Brunswick",692343.4887869152,5320908.455580942,19,U,1953,29.8
"Saint-Fulgence, Quebec",359508.5681116886,5368061.42210257,19,U,1949,5.5
"Millet, Alberta",334439.01549343835,5886007.764548696,12,U,1945,522.9
"Vallée-Jonction, Quebec",352570.24487839907,5136576.809523356,19,T,1940,76.6
"Saint-Georges-de-Cacouna, Quebec",462642.29305830004,5307162.821364732,19,T,1939,30.6
"Lumsden No. 189, Saskatchewan",516350.96273499035,5613532.297717494,13,U,1938.00,2.40
"Manitouwadge, Ontario",585106.5844179359,5442929.602575864,16,U,1937,5.5
"Wellington, Ontario",311182.86754444486,4869889.370007925,18,T,1932.00,275.40
"Swift Current No. 137, Saskatchewan",296281.4219483811,5567117.45543832,13,U,1932.00,1.80
"Tofino, British Columbia",289521.07035702514,5445638.371677347,10,U,1932.00,183.10
"Fort Qu’Appelle, Saskatchewan",585801.5038934663,5624587.2681637,13,U,1919,363.2
"Vulcan, Alberta",340098.5843448702,5585525.785545223,12,U,1917,302.3
"Indian Head, Saskatchewan",594490.9209065799,5598776.991093271,13,U,1910,602.0
"Petit Rocher, New Brunswick",296568.75873142865,5295854.19208371,20,T,1908,425.2
"Wabush, Newfoundland and Labrador",643306.6962965836,5864173.704120368,19,U,1906,41.2
"Saint-Fabien, Quebec",509641.05844438187,5349653.019714071,19,U,1906,15.9
"Watrous, Saskatchewan",467777.3220522269,5726006.6998533625,13,U,1900.00,170.10
"North Frontenac, Ontario",350120.6626991553,4979152.074996156,18,T,1898,1.6
"Lac-Supérieur, Quebec",541145.5926852725,5116407.465080878,18,T,1892,5.1
"Les Escoumins, Quebec",470364.2100565964,5355279.760678885,19,U,1891,7.0
"Richibucto, New Brunswick",359237.57485200174,5164456.937366506,20,T,1887.00,7.60
"Rivière-Beaudette, Quebec",552332.4707902304,5009083.779741962,18,T,1885,101.9
"Saint-Barthélemy, Quebec",644063.8411328568,5116107.359054212,18,T,1883,17.9
"Nisga'a, British Columbia",472612.07344723,6106871.564861598,9,U,1880.00,0.90
"Austin, Quebec",713433.3058614113,5006903.778817508,18,T,1880,25.5
"Saint-Mathieu, Quebec",616284.2980645115,5019203.2838454805,18,T,1879,59.5
"Saint-Paul-de-l'Île-aux-Noix, Quebec",634988.061224184,4999192.0068155,18,T,1877,63.4
"Orkney No. 244, Saskatchewan",664196.9107514932,5680890.751515496,13,U,1875.00,2.30
"Behchokò, Northwest Territories",551306.8859195528,6965757.111096318,11,V,1874.00,24.90
"Saint-Joseph-de-Coleraine, Quebec",316387.9662606203,5093445.370772073,19,T,1870,14.7
"Saint-Cyprien-de-Napierville, Quebec",624389.6593217591,5004532.36238008,18,T,1869,19.2
"Sayabec, Quebec",597138.3395332976,5380126.57737768,19,U,1864,14.3
"Valleyview, Alberta",482866.5588478211,6102458.092656459,11,U,1863,199.9
"Déléage, Quebec",429509.672783497,5137044.451493428,18,T,1856,7.5
"Potton, Quebec",707243.258961227,4995577.67048955,18,T,1849,7.1
"Sainte-Béatrix, Quebec",606725.1228604796,5117199.215812704,18,T,1849,22.0
"Sainte-Justine, Quebec",396222.65332944144,5139377.249046299,19,T,1845,14.6
"Eastman, Quebec",711238.8908199159,5023601.568606057,18,T,1843.00,25.00
"Saint-Valérien-de-Milton, Quebec",678175.3083672433,5048442.498803766,18,T,1840,17.1
"Saint-Cuthbert, Quebec",636428.6964226499,5112230.836197046,18,T,1839,13.9
"Saint-Blaise-sur-Richelieu, Quebec",634791.112658598,5008456.955376566,18,T,1837,26.3
"Middleton, Nova Scotia",336797.5835241285,4978566.711058395,20,T,1832,329.1
"Maugerville, New Brunswick",709662.9439420437,5112083.947933152,19,T,1831.00,2.00
"Dalmeny, Saskatchewan",379194.30325913976,5800457.62013272,13,U,1826,805.7
"Kamsack, Saskatchewan",299376.23096348235,5716629.382072507,14,U,1825,311.8
"Lumsden, Saskatchewan",509360.9095092999,5610501.673976922,13,U,1824,402.0
"Trinity Bay North, Newfoundland and Labrador",345900.76170547004,5373732.364180621,22,U,1819,71.5
"Saint-Michel-de-Bellechasse, Quebec",353921.5000427632,5192134.541806146,19,T,1816,41.0
"Sainte-Angèle-de-Monnoir, Quebec",648746.9385811086,5027287.506119738,18,T,1812,39.9
"Picture Butte, Alberta",372100.60200744815,5526040.841772208,12,U,1810,635.1
"Sacré-Coeur-Saguenay, Quebec",436601.49851966655,5344206.376091191,19,U,1803.00,5.90
"Saint-Louis, New Brunswick",339119.5542593177,5174511.480278803,20,T,1802.00,7.00
"Victoria, Newfoundland and Labrador",332078.33571317384,5292891.553268458,22,T,1800,102.0
"Saint-Robert, Quebec",654956.4854234501,5092292.3981275605,18,T,1794,27.7
"Armstrong, Manitoba",606417.9735870527,5610873.513893945,14,U,1792,1.0
"Saint-Pierre-de-l'Île-d'Orléans, Quebec",342538.3572520526,5194269.238306382,19,T,1789,57.1
"La Guadeloupe, Quebec",350421.9792914487,5090303.186442096,19,T,1787,54.8
"Saint Andrews, New Brunswick",653326.5375194516,4993016.613778282,19,T,1786,213.9
"Burns Lake, British Columbia",319937.6108329991,6012546.189101704,10,U,1779,269.8
"Povungnituk, Quebec",373299.6096480683,6658903.421586779,18,V,1779.00,20.60
"Manners Sutton, New Brunswick",651114.6004226098,5056067.812095141,19,T,1777.00,3.40
"Gore, Quebec",558314.3466772204,5068766.920697513,18,T,1775,19.1
"Deseronto, Ontario",336195.15196404746,4896130.213250436,18,T,1774,705.7
"Lamont, Alberta",382803.2399511528,5958319.746464506,12,U,1774,192.8
"Chambord, Quebec",716961.1830694869,5368618.481910008,18,U,1773,14.6
"Dudswell, Quebec",298474.15825189004,5050997.054218838,19,T,1771,8.1
"Wynyard, Saskatchewan",556357.4462500454,5735405.95443695,13,U,1767,334.1
"Cambridge Bay, Nunavut",493220.4066732977,7671409.620855393,13,W,1766.00,8.70
"Saint-Narcisse, Quebec",694143.6767992363,5160132.603560271,18,T,1762,16.8
"Frontenac Islands, Ontario",389468.0626950311,4895017.106181587,18,T,1760,10.1
"Waswanipi, Quebec",431301.5903946327,5515530.324909573,18,U,1759.00,4.20
"Inukjuak, Quebec",667271.7418941582,6485990.705861829,17,V,1757.00,31.60
"Piney, Manitoba",293637.2619958731,5454320.617279691,15,U,1755,0.0
"Komoka, Ontario",467366.2858887783,4756228.432425296,17,T,1754.00,1576.60
"Saint-Zacharie, Quebec",394428.0560976679,5109766.066539272,19,T,1751,9.4
"Hemmingford, Quebec",611495.7072628555,4993180.252592305,18,T,1747,11.1
"Shelburne, Nova Scotia",312966.1224307659,4848207.599264293,20,T,1743,197.2
"Saint-Clet, Quebec",561100.4848805984,5022128.044863049,18,T,1738,44.3
"Carberry, Manitoba",474172.90798576083,5524116.50435003,14,U,1738,350.7
"Brighton, New Brunswick",626342.934387187,5132200.917252726,19,T,1735.00,3.40
"Saint-Antoine, New Brunswick",365152.26537171705,5135862.6401627045,20,T,1733,274.3
"Warfield, British Columbia",446386.8951776827,5438309.616330805,11,U,1729,910.0
"Northampton, New Brunswick",618089.9444406242,5109771.85508544,19,T,1724.00,7.10
"Saint-Ours, Quebec",643549.9058807201,5082745.537517059,18,T,1721,29.0
"Stephenville Crossing, Newfoundland and Labrador",395381.4230722013,5374700.922637237,21,U,1719,55.1
"Sainte-Anne-de-la-Pocatière, Quebec",424472.62585307844,5244544.331306127,19,T,1717,31.1
"Ucluelet, British Columbia",313745.9659535438,5423436.756595845,10,U,1717,264.5
"Saint-Placide, Quebec",562464.5520936684,5042507.274040045,18,T,1715,39.8
"Barrière, British Columbia",700859.8573875804,5673801.520256624,10,U,1713,164.7
"Fisher, Manitoba",593781.5766651848,5659851.887944056,14,U,1708.00,1.20
"Nipissing, Ontario",612175.2582989052,5100624.876302564,17,T,1707,4.3
"Sainte-Clotilde, Quebec",603504.9370032111,5000456.961705988,18,T,1704,21.6
"Shaunavon, Saskatchewan",686803.3559045979,5503044.736361426,12,U,1699,344.2
"Wicklow, New Brunswick",599233.8285346008,5150604.748171632,19,T,1697.00,8.70
"Southesk, New Brunswick",695143.6199183762,5207260.826768056,19,T,1694.00,0.70
"Nouvelle, Quebec",699638.0384673708,5334598.644654435,19,U,1689,7.3
"Rosthern, Saskatchewan",409801.9888461903,5834171.407945717,13,U,1688,392.0
"Yamaska, Quebec",659511.2145682613,5098734.499428951,18,T,1687.00,23.20
"Neguac, New Brunswick",344829.814413032,5233128.727253873,20,T,1684,62.9
"Flat Rock, Newfoundland and Labrador",371396.7394521399,5285336.619994073,22,T,1683,92.90
"Igloolik, Nunavut",473233.35692771774,7697073.269155803,17,W,1682.00,16.30
"Grunthal, Manitoba",655219.9860133315,5474847.364171942,14,U,1680.00,593.70
"Naramata, British Columbia",313261.3283173494,5496097.971247156,11,U,1676.00,207.80
"Saint-Élie-de-Caxton, Quebec",656065.0572561891,5149756.281897405,18,T,1676,14.2
"Blumenort, Manitoba",666136.1607143008,5497064.79251132,14,U,1675.00,526.30
"Balmoral, New Brunswick",690334.4843174198,5315746.013684456,19,T,1674,38.6
"Price, Quebec",564677.7191763333,5383551.650293623,19,U,1673,646.0
"Rosedale, Manitoba",461732.10460046394,5587659.167851304,14,U,1672.00,1.90
"Saint-Jacques-le-Mineur, Quebec",624171.6479920523,5015641.522264873,18,T,1672,24.9
"Huron Shores, Ontario",330522.21781712666,5127877.108653984,17,T,1664,3.8
"Champlain, Quebec",703522.2354413925,5147459.948974755,18,T,1664,28.4
"Whitehead, Manitoba",409503.00548143644,5516941.485500987,14,U,1661.00,2.90
"Saint-Antoine-sur-Richelieu, Quebec",641218.8113666426,5071575.954915697,18,T,1659,25.2
"Saint-Pacôme, Quebec",428316.76325297845,5250053.68362318,19,T,1658,57.5
"Saint-Stanislas-de-Kostka, Quebec",568354.2619451636,5003314.55929451,18,T,1654,28.7
"Frontenac, Quebec",357231.02251823025,5049013.041486855,19,T,1650,7.4
"Stuartburn, Manitoba",681207.8935172034,5445223.664794347,14,U,1648.00,1.40
"Yamaska-Est, Quebec",661058.0263363336,5096150.890209406,18,T,1644,22.5
"Sainte-Émélie-de-l'Énergie, Quebec",603935.1951138277,5130121.583177801,18,T,1644,10.7
"Saint-Charles-sur-Richelieu, Quebec",641471.1564204865,5060465.925438625,18,T,1643,25.2
"Saint-Joseph-de-Sorel, Quebec",644619.2473072336,5100701.377812734,18,T,1642.00,1192.70
"Nipigon, Ontario",407262.8030266848,5429931.496959379,16,U,1642,15.0
"Rivière-Blanche, Quebec",595496.0303394253,5404181.7257529395,19,U,1642,13.6
"Sainte-Hélène-de-Bagot, Quebec",676356.067999382,5066914.704968306,18,T,1637,22.3
"Franklin Centre, Quebec",586586.9947999163,4988726.177378005,18,T,1636.00,14.50
"Harbour Breton, Newfoundland and Labrador",587895.5208825914,5259533.418202046,21,T,1634,118.9
"Massey Drive, Newfoundland and Labrador",434089.3742538726,5420864.967913924,21,U,1632,658.70
"Mille-Isles, Quebec",560592.7017432298,5074344.367310046,18,T,1629,26.8
"Wilton No. 472, Saskatchewan",581069.4003955724,5886750.313843222,12,U,1629.00,1.60
"Lyster, Quebec",298728.7837933014,5138119.299196959,19,T,1628,9.7
"Oakview, Manitoba",413159.57898555207,5561176.129339617,14,U,1626.00,1.40
"Balgonie, Saskatchewan",551856.1651577951,5593146.281745722,13,U,1625,515.8
"Harrison Park, Manitoba",417306.3112737486,5601136.273761735,14,U,1622.00,1.70
"Kensington, Prince Edward Island",450063.3688490265,5142397.171057368,20,T,1619,537.9
"Witless Bay, Newfoundland and Labrador",361603.5352633088,5237904.280205023,22,T,1619,92.6
"Pond Inlet, Nunavut",408643.2945019036,8066966.384922714,18,X,1617.00,9.30
"Royston, British Columbia",359892.8597468324,5500469.406541855,10,U,1616.00,361.30
"Sainte-Clotilde-de-Horton, Quebec",714293.6674022842,5095914.191061726,18,T,1616,14.2
"Burford, Ontario",546869.9091548781,4772480.493302299,17,T,1615.00,208.20
"Fossambault-sur-le-Lac, Quebec",300574.0801774339,5193675.534674481,19,T,1613,141.7
"Saint-Benoît-Labre, Quebec",360790.2257290515,5103033.367929584,19,T,1612,19.0
"Coombs, British Columbia",397863.81073308515,5461844.598613561,10,U,1612.00,102.80
"Terrace Bay, Ontario",492656.50727973087,5405227.939946478,16,U,1611,10.5
"Chapais, Quebec",510481.8534439452,5514391.976114441,18,U,1610,25.3
"Saint-Honoré-de-Shenley, Quebec",357958.9878162722,5091981.667682944,19,T,1610,12.1
"Cleveland, Quebec",727440.5425984408,5061530.823102076,18,T,1609,12.9
"Macdonald, Meredith and Aberdeen Additional, Ontario",725141.5679928253,5151928.787103591,16,T,1609,9.8
"Messines, Quebec",421606.265792192,5120471.571811429,18,T,1608,14.1
"Saint-Jean-de-Dieu, Quebec",496270.2248777846,5316301.434166188,19,U,1606,10.6
"Nakusp, British Columbia",442942.3941257983,5565999.91320169,11,U,1605,195.2
"Florenceville, New Brunswick",606367.8260647069,5144256.929974983,19,T,1604,102.7
"Saint-Antoine-de-Tilly, Quebec",302388.97169024067,5171368.190084561,19,T,1604,26.6
"Lakeview, British Columbia",315461.4454125794,5530968.1976799425,11,U,1600.00,63.50
"Humbermouth, Newfoundland and Labrador",414611.6578578725,5429846.901015266,21,U,1599,24.60
"Fort St. James, British Columbia",418665.3979561424,6033547.270928519,10,U,1598,72.0
"Saint-François-de-la-Rivière-du-Sud, Quebec",369204.25050340185,5193626.333779758,19,T,1596,17.0
"Saint-Jacques, New Brunswick",547442.8825043268,5267968.519479054,19,T,1596.00,5.30
"Uashat, Quebec",685798.7155953599,5567785.218437976,19,U,1592.00,681.80
"Perth, New Brunswick",599434.6762563824,5177016.702656727,19,T,1590,177.3
"Eeyou Istchee Baie-James, Quebec",486530.3105968285,5798673.26131795,18,U,1589.00,0.00
"Shellbrook No. 493, Saskatchewan",416449.9054315201,5912441.310791753,13,U,1587.00,1.30
"Shawville, Quebec",384320.08590555465,5050676.273252479,18,T,1587,294.5
"Saint-Lucien, Quebec",712151.0721134548,5082870.404184622,18,T,1584,14.2
