"city, state_name",x,y,population,density
"Noble, Illinois",-9820983.964051291,4678418.943039059,641,243
"Harmony, Indiana",-9692922.021842709,4798410.415637642,641,300
"Wittmann, Arizona",-12526236.833462188,3998616.4958920456,641,256
"Mendon, Ohio",-9408445.0631205,4964272.262055889,641,445
"Elloree, South Carolina",-8969133.824653924,3965892.4665307584,641,243
"Castlewood, South Dakota",-10801430.379213048,5578206.421392935,641,215
"Harrah, Washington",-13418685.191151863,5845829.01900108,640,1142
"Francis Creek, Wisconsin",-9765034.787978591,5496522.628541538,640,217
"Tivoli, Texas",-10785912.442196466,3307195.3296411484,640,221
"Clayton, Louisiana",-10189885.624591121,3726952.394748189,640,156
"Bordelonville, Louisiana",-10230316.863647237,3645885.874959145,640,56
"Flintville, Tennessee",-9619829.644187845,4172051.496337319,640,46
"Nemacolin, Pennsylvania",-8897711.23936096,4848287.401228157,640,172
"Reedsville, Pennsylvania",-8637613.249122476,4962995.40590759,640,372
"Rowes Run, Pennsylvania",-8885265.720290272,4867235.6875472935,640,200
"Beaver Springs, Pennsylvania",-8595745.988635127,4974772.2830928825,640,182
"Jennerstown, Pennsylvania",-8801041.39355608,4889730.177258998,640,128
"Simla, Colorado",-11586399.768541818,4741860.078851073,640,401
"Vermont, Illinois",-10066510.232944936,4909006.101301223,640,196
"Grafton, Illinois",-10066142.878625318,4718291.638634919,640,66
"Brighton, Iowa",-10221489.22802733,5038144.124244306,640,316
"Round Valley, Arizona",-12390059.700374776,4054033.4823490665,640,51
"Mount Lena, Maryland",-8640819.250457322,4801340.872975536,640,197
"Malta, Ohio",-9113047.662351469,4815427.696976937,640,719
"Story, Wyoming",-11901634.302570209,5554563.337527264,639,34
"Roxton, Texas",-10656024.860338874,3967909.119166745,639,285
"Longville, Louisiana",-10378115.751573466,3582073.781653054,639,43
"Whitsett, North Carolina",-8857914.521402365,4311400.686860285,639,95
"Elba, New York",-8703948.533686189,5323668.905480717,639,242
"Waverly, Pennsylvania",-8427252.807370426,5090640.360350199,639,157
"Stratton, Colorado",-11421769.373607645,4765152.739466552,639,480
"Cardwell, Missouri",-10051137.011266384,4307159.268712891,639,391
"Rollingstone, Minnesota",-10221210.92930035,5480821.968477045,639,566
"Alden, Minnesota",-10416554.371744383,5414438.189387233,639,255
"Crowder, Mississippi",-10034082.865276854,4052041.966964965,639,540
"Dufur, Oregon",-13484007.468349354,5693121.23285439,639,422
"Roeville, Florida",-9683983.06673201,3591726.393079833,638,56
"St. Lucie Village, Florida",-8943586.00151687,3185653.5413687476,638,274
"Kotlik, Alaska",-18206636.677712273,9107733.485339267,638,82
"West City, Illinois",-9901534.747589305,4578889.014223452,638,153
"Findlay, Illinois",-9880116.877560677,4796765.115818895,638,266
"Notus, Idaho",-13002094.260756195,5423229.926305551,638,669
"Welling, Oklahoma",-10558186.159880666,4280838.97647905,638,8
"Valleyview, Ohio",-9247655.190618696,4860755.808158869,638,1726
"Lake Camelot, Wisconsin",-9992293.52843306,5498727.84172454,637,65
"Deweyville, Texas",-10437226.401184697,3542609.0047356947,637,21
"Robbinsville, North Carolina",-9329619.731689781,4207685.283357668,637,370
"Mokelumne Hill, California",-13436941.587641958,4622701.436295045,637,79
"Valier, Illinois",-9912321.606247172,4581912.401026471,637,218
"Cohutta, Georgia",-9457626.014152966,4157618.1016163724,637,52
"Roberts, Idaho",-12482065.259515416,5422305.707253895,637,784
"Bajandas, Puerto Rico",-7322941.194802996,2056296.5043362067,637,380
"Talpa, New Mexico",-11754481.06769058,4347796.482488805,636,187
"Smithville, Georgia",-9379245.960685423,3750361.6800366854,636,97
"Roseland, Indiana",-9601361.740665242,5118770.713278058,636,638
"Moravia, Iowa",-10332574.947889939,4996395.264310635,636,220
"Waterville, Kansas",-10769815.643827759,4821270.51911826,636,499
"Weir, Kansas",-10550271.344085263,4482167.398747554,636,256
"Canistota, South Dakota",-10830562.689953648,5403410.314343004,636,437
"Micanopy, Florida",-9159434.494165026,3440207.4903420648,635,236
"Middleton, Tennessee",-9895200.668563167,4171942.7000972186,635,117
"Sunset Bay, New York",-8808800.36206437,5245343.164222451,635,369
"East Vandergrift, Pennsylvania",-8856912.645985225,4953123.738097609,635,1943
"Lynn, Alabama",-9746633.676150464,4036162.702914808,635,23
"Highfill, Arkansas",-10500066.2537375,4338761.965067049,635,13
"Alpha, Illinois",-10061077.841794224,5040658.622263037,635,793
"Bull Creek, Missouri",-10375199.180914683,4399469.452518503,635,1456
"Lake Benton, Minnesota",-10719154.143567739,5506450.278498247,635,62
"McDowell, Kentucky",-9209906.751290696,4503280.050398365,635,98
"Livingston, Wisconsin",-10067033.434551664,5296778.388914722,634,235
"Jay, Florida",-9701749.657462616,3626309.313118281,634,147
"Milnor, North Dakota",-10848874.746189142,5822161.051093325,634,248
"Dove Creek, Colorado",-12123482.915772123,4546534.65121245,634,427
"Elgin, Iowa",-10200828.3305361,5305170.524187885,634,369
"Onida, South Dakota",-11139463.144955903,5575167.39382204,634,364
"Clarkson, Nebraska",-10811515.92507892,5119635.735978289,633,308
"Villa Heights, Virginia",-8894360.522688081,4397108.949446602,633,254
"McDonald Chapel, Alabama",-9677949.550331015,3964383.546267185,633,227
"Cedar Creek, Arizona",-12266617.517034115,4015784.7208017036,633,14
"Downey, Idaho",-12481508.662061451,5225429.603725474,633,249
"Taconite, Minnesota",-10394546.508414553,5996352.17138755,633,8
"Big Point, Mississippi",-9850060.615046494,3579681.188731979,633,83
"Trout Lake, Washington",-13528546.396615742,5779948.602554422,632,35
"Norwalk, Wisconsin",-10088540.360172926,5439819.99927011,632,236
"San Jose, New Mexico",-11811042.500962643,4305672.411201184,632,134
"Western Lake, Texas",-10888827.311434848,3845171.512919949,632,70
"Campbell, Texas",-10681461.363985136,3915004.8920829734,632,183
"Potters Hill, North Carolina",-8649335.191503009,4159057.881750562,632,45
"Paul Smiths, New York",-8265839.54572018,5532867.766420618,632,947
"Nelsonville, New York",-8231697.857893884,5075841.335446932,632,236
"Smith River, California",-13820247.990290439,5149736.4582157275,632,61
"Excel, Alabama",-9723011.68020413,3688249.996134776,632,148
"Bowdoinham, Maine",-7781365.989838774,5468723.51849167,632,68
"Binger, Oklahoma",-10947526.07893014,4206157.3222997,632,279
"Rose City, Michigan",-9363750.287567,5530810.153197445,632,226
"Ulm, Montana",-12414928.474617993,6010850.895961725,632,12
"Davis, West Virginia",-8845546.925975231,4739822.194276524,631,133
"Mangham, Louisiana",-10216847.205261251,3803940.3748251633,631,227
"Golconda, Illinois",-9850350.045722557,4489713.76674108,631,496
"Gibson, Georgia",-9194544.661561223,3926325.0456378586,631,237
"Hayden, Arizona",-12332129.037365958,3895237.5969446464,631,192
"Vayas, Puerto Rico",-7412297.350062755,2043881.8270074876,631,2273
"Brooksville, Kentucky",-9358251.10472181,4676194.104561488,631,516
"Wingo, Kentucky",-9878447.085198779,4389350.737512873,631,249
"Ridgeway, Wisconsin",-10017974.934959067,5311758.755097754,630,195
"Man, West Virginia",-9116209.135889998,4544478.884535666,630,221
"Pinckard, Alabama",-9522603.200929001,3674025.5117769362,630,45
"Parkers Settlement, Indiana",-9764344.607135676,4585643.403202554,630,138
"The Lakes, Minnesota",-10654199.220689865,5486512.674516877,630,7
"Hoyt, Kansas",-10654176.956791706,4757444.831302693,630,518
"Melrose, New Mexico",-11535994.303110622,4086539.2428564643,629,143
"Mermentau, Louisiana",-10306403.73560444,3527661.181883252,629,113
"Grosse Tete, Louisiana",-10178998.578391537,3556980.726269818,629,165
"Fish Springs, Nevada",-13319499.524855057,4715027.348350986,629,26
"Hamilton, Virginia",-8645539.196866957,4741013.302259676,629,1161
"Hartford, Arkansas",-10506322.409120081,4167088.7524686493,629,128
"Rancho Mesa Verde, Arizona",-12763347.348851861,3841590.270807925,629,2162
"Risingsun, Ohio",-9287028.894512275,5051819.039568425,629,426
"Springdale, Utah",-12579636.79319572,4464449.804502655,629,52
"Johnson City, Oregon",-13645487.521694077,5685428.116566644,629,3485
"New Hope, Texas",-10749410.781165352,3923410.817257385,628,169
"Fallon Station, Nevada",-13215460.328759661,4781306.7128142435,628,85
"Westcliffe, Colorado",-11740354.624308916,4598372.851519392,628,196
"Cheshire, Massachusetts",-8144401.113213798,5245418.731560173,628,632
"Chattaroy, West Virginia",-9158666.389678553,4538004.462169809,627,118
"Paauilo, Hawaii",-17295664.756754596,2277734.5304894284,627,232
"Laurel Hill, Florida",-9624249.027972339,3628087.722115342,627,65
"Lovelady, Texas",-10624955.590458471,3649370.5563965146,627,183
"Ladonia, Texas",-10680904.766531171,3952292.5936010354,627,121
"Graford, Texas",-10936872.803661225,3886997.8051261054,627,337
"Firth, Nebraska",-10754008.276135115,4944126.156741742,627,716
"Allardt, Tennessee",-9448954.22582017,4353187.649828413,627,64
"Taconic Shores, New York",-8187904.770215809,5178851.783589324,627,291
"Mingoville, Pennsylvania",-8645038.259158388,5003053.614552875,627,132
"Winterstown, Pennsylvania",-8529021.085853638,4842834.66680436,627,100
"Boyce, Virginia",-8689610.583272014,4735044.822175612,627,659
"Reece City, Alabama",-9577316.730653895,4039172.8164591594,627,68
"East Barre, Vermont",-8065074.844074511,5488653.4189514555,627,90
"Davis, Illinois",-9953598.873433318,5224343.793397732,627,597
"Painted Hills, Indiana",-9612371.238304697,4778598.175793562,627,139
"Burneyville, Oklahoma",-10830417.974615617,4016120.032224377,627,14
"Lansing, Ohio",-8993713.168221079,4876963.450548489,627,860
"Selby, South Dakota",-11135611.490574457,5701488.061026617,627,339
"Fairfield, Washington",-13043839.069803674,6005110.972358667,626,392
"Millville, Delaware",-8363255.232113374,4655366.892263315,626,94
"Halaula, Hawaii",-17341528.386961427,2299834.8992466717,626,91
"Kirtland, New Mexico",-12062446.438970173,4404344.8503533,626.0,134
"Stonewall, Texas",-10982703.038020816,3535686.999896839,626,16
"Boothville, Louisiana",-9952541.338270782,3418098.1313766483,626,112
"Lake Winola, Pennsylvania",-8443683.564211514,5087934.421698102,626,156
"West College Corner, Indiana",-9442007.889594672,4803564.55060284,626,905
"Muddy, Montana",-11886183.157248102,5713265.685502805,626,8
"Blue Berry Hill, Texas",-10886155.643655809,3297664.03360561,625,82
"Pilot Station, Alaska",-18132030.35498262,8845450.444987241,625,150
"Lakota, North Dakota",-10947915.697147917,6113994.836068571,625,241
"Michie, Tennessee",-9843503.89703877,4172105.894857136,625,42
"Ravine, Pennsylvania",-8504107.783814102,4948917.000773659,625,221
"Potrero, California",-12980609.599033095,3844061.344120346,625,76
"English, Indiana",-9624594.118393797,4627681.92159328,625,79
"Queen City, Missouri",-10304433.3806174,4926097.212008427,625,234
"La Belle, Missouri",-10231897.600416502,4882886.212235391,625,355
"Anguilla, Mississippi",-10110971.23756777,3891574.75206209,625,233
"Sharon, South Carolina",-9055128.131291728,4157360.0474984227,625,184
"Satsop, Washington",-13745029.410361422,5945714.759928179,624,34
"New Berlin, Texas",-10921488.450033594,3438058.8019993925,624,25
"Catawba, North Carolina",-9024214.708698437,4260324.723525968,624,61
"Redwood, New York",-8438718.714922134,5512156.953384118,624,122
"Sandy Lake, Pennsylvania",-8914876.704841282,5064134.120948098,624,289
"Morrisdale, Pennsylvania",-8708278.861878047,5004733.6522556795,624,143
"Derby Line, Vermont",-8026513.77246372,5621647.430698242,624,332
"What Cheer, Iowa",-10280867.044416463,5071492.130669248,624,196
"Randall, Minnesota",-10519769.803607907,5794574.868817433,624,120
"Balaton, Minnesota",-10672277.505994692,5501586.092144141,624,166
"Camp Douglas, Wisconsin",-10048777.038061569,5453023.970908174,623,240
"Avoca, Wisconsin",-10055044.325393228,5341028.2553867875,623,106
"Hawley, Texas",-11110920.827516507,3842819.1358365235,623,82
"Dodge City, Alabama",-9671849.242235543,4034886.332482801,623,69
"New Market, Indiana",-9676057.118987527,4859071.151206454,623,883
"Hayden Lake, Idaho",-12997196.20316129,6067649.142714148,623,393
"Carney, Oklahoma",-10799704.927105753,4274028.631753175,623,138
"Vienna Center, Ohio",-8978373.342389766,5046992.133722462,623,251
"Iberia, Ohio",-9221740.01316202,4964477.748721743,623,62
"Neffs, Ohio",-8996518.41938907,4870593.5225044815,623,60
"Pueblito del Carmen, Puerto Rico",-7365520.900031421,2041247.6007500938,623,264
"Tripp, South Dakota",-10905502.97115568,5346358.475286257,623,405
"Ferndale, Florida",-9094958.245097563,3327622.5136637613,622,89
"Richfield, North Carolina",-8934224.032341152,4227978.132042883,622,106
"Hammondsport, New York",-8596491.829223441,5222323.311649156,622,695
"Oneida Castle, New York",-8419438.179116739,5324369.975603752,622,467
"Wyano, Pennsylvania",-8871495.499279145,4895267.060555862,622,203
"Doyle, California",-13371385.5395138,4869939.309645447,622,39
"St. Francisville, Illinois",-9756863.937354367,4663382.197811369,622,322
"Fontanelle, Iowa",-10526393.313310107,5055211.1599942045,622,251
"Farmington, Iowa",-10212349.897833202,4959224.5158673795,622,512
"Bettsville, Ohio",-9265544.232789174,5048413.303671028,622,460
"Glenville, Minnesota",-10384071.344330907,5399721.911545284,622,214
"Port Austin, Michigan",-9238905.478642343,5472114.431957921,622,243
"Peterstown, West Virginia",-8994058.258642538,4494883.144456809,621,757
"Patterson Springs, North Carolina",-9074341.875402648,4195590.167624809,621,263
"Imboden, Arkansas",-10150367.20535951,4328465.7724032365,621,249
"Huntington, Arkansas",-10493698.778864121,4174934.9852739396,621,358
"Zanesville, Indiana",-9493404.098493924,4999885.9112237245,621,289
"Vicksburg, Arizona",-12670985.567340683,3992511.2897839127,621,1
"Smelterville, Idaho",-12932809.00968646,6031094.3284667125,621,784
"Earlsboro, Oklahoma",-10775882.556075992,4208503.920984792,621,26
"Ridgeley, West Virginia",-8768758.741226032,4814227.738106623,620,824
"Matlacha, Florida",-9136202.116436468,3077370.5154687488,620,1199
"Cushing, Texas",-10557662.958273938,3738736.5248672203,620,174
"Pattison, Texas",-10684055.10812062,3480343.6260570833,620,71
"Clarence, Pennsylvania",-8676909.0293725,5019483.276085943,620,144
"Mifflin, Pennsylvania",-8616662.920955181,4948917.000773659,620,1373
"Quentin, Pennsylvania",-8508727.542682024,4906612.790969333,620,375
"Gasquet, California",-13800644.627961742,5137475.598075664,620,50
"Camanche Village, California",-13468166.704809472,4617099.4979741415,620,44
"North Courtland, Alabama",-9719115.498026367,4120316.5666382415,620,361
"Burlington, Illinois",-9857463.361184249,5167197.971327851,620,33
"Veyo, Utah",-12656246.86675965,4486254.925926203,620,115
"Ozawkie, Kansas",-10627215.376121577,4755446.914383198,620,806
"Meridian Station, Mississippi",-9863931.023599336,3835527.094089855,620,141
"Inez, Kentucky",-9188299.638127722,4560978.703939951,620,138
"Webster, Wisconsin",-10281779.864240967,5761107.964421607,619,136
"Sea Ranch Lakes, Florida",-8916479.705508705,3023959.8070726846,619,1373
"Roby, Texas",-11174183.694134327,3861638.0388581357,619,332
"Conneaut Lake, Pennsylvania",-8940001.513913324,5101590.829240414,619,658
"Desert Shores, California",-12917446.91995699,3949065.1383035723,619,342
"Baileyton, Alabama",-9641180.722521996,4063888.5534391804,619,45
"Chemung, Illinois",-9870053.595592966,5223529.517475935,619,850
"Camden, Indiana",-9633555.337402657,4954971.168812341,619,923
"St. Charles, Iowa",-10442603.13259001,5054914.857494274,619,444
"Dillonvale, Ohio",-8991909.792470228,4894829.825404133,619,618
"Shiloh, Ohio",-9195168.050709667,5007843.961158786,619,261
"Parma, Missouri",-9998594.21161196,4385120.097931748,619,374
"Grove City, Minnesota",-10539896.367543332,5644851.227498981,619,363
"Suttons Bay, Michigan",-9534581.178138357,5618341.969993389,619,186
"Parmelee, South Dakota",-11247832.669243155,5361434.004194609,619,41
"North Omak, Washington",-13296656.765344275,6181041.057684876,618,21
"Gasburg, Virginia",-8668693.65095196,4377786.3312645,618,42
"Scottsville, Virginia",-8737678.33939655,4552098.521101435,618,156
"Moores Hill, Indiana",-9472097.547956092,4737856.455563122,618,554
"Cygnet, Ohio",-9311174.092065336,5047909.948773459,618,720
"Madison, Kansas",-10701944.1502911,4598302.089038211,618,406
"Quinton, New Jersey",-8394435.82148457,4800373.582918649,617,269
"Garland, North Carolina",-8726858.084891444,4134823.7394882874,617,221
"Elgin, Nebraska",-10918527.351578495,5158448.242081966,617,327
"Adams, Nebraska",-10743744.619083973,4932590.844878797,617,400
"Valley Acres, California",-13292727.187319273,4192278.9330683895,617,57
"Klamath, California",-13804318.171157919,5091160.820429239,617,19
"Lakehead, California",-13624659.644966654,4997705.951297764,617,50
"Trafford, Alabama",-9656598.471996864,4004577.561129588,617,97
"Golden, Illinois",-10132222.128360206,4881998.299869303,617,370
"Lahoma, Oklahoma",-10919306.588014046,4354114.096785699,617,708
"Garden City, Utah",-12402349.372158354,5151547.016181988,617,27
"Lidgerwood, North Dakota",-10814143.06506164,5792183.619483149,616,364
"Forest Home, New York",-8512623.724859789,5229080.047276236,616,946
"South Royalton, Vermont",-8072399.6665687105,5436440.973877225,616,214
"Crescent, Iowa",-10670975.067952411,5066373.566247944,616,245
"Edgerton, Missouri",-10534052.094276685,4793864.850179463,616,213
"Elmore, Minnesota",-10473917.30535016,5389448.2410052605,616,261
"Greensboro, Florida",-9432367.621691972,3577095.115477315,615,103
"East Williston, Florida",-9174562.812963832,3425161.366899197,615,78
"Lemon Grove, Florida",-9087677.95039968,3195684.2924475432,615,7
"Rosman, North Carolina",-9219491.359447997,4183712.476188166,615,434
"Smallwood, New York",-8328946.565050888,5110109.875880997,615,157
"Bergholz, Ohio",-9004088.144763011,4941914.6601680415,615,421
"Tumalo, Oregon",-13506171.178966297,5489630.881731488,615,139
"Dellwood, Wisconsin",-10011418.216951346,5458403.651294164,614,45
"Stockbridge, Wisconsin",-9830679.891699387,5476544.636160678,614,72
"Pavilion, New York",-8685380.442621868,5293618.084241546,614,71
"Breesport, New York",-8542190.18161448,5188221.179364166,614,145
"Sankertown, Pennsylvania",-8748832.552374037,4934683.176136274,614,803
"Arcadia University, Pennsylvania",-8367362.921323647,4879291.386422896,614,2405
"Menno, South Dakota",-10862244.217033414,5348360.004485604,614,455
"Shishmaref, Alaska",-18490467.983387884,9942068.905734118,613,101
"Kipnuk, Alaska",-18263253.770729728,8385791.635726127,613,11
"North Philipsburg, Pennsylvania",-8706163.791552974,4998957.89566656,613,316
"Mountainburg, Arkansas",-10482722.677071907,4250664.132043594,613,155
"Irvington, Illinois",-9925256.931077352,4641571.916788964,613,234
"Pomeroy, Iowa",-10539484.485427396,5244013.278182365,613,115
"East Fork, Arizona",-12236538.990621774,4003063.5588179315,613,114
"Newcastle, Maine",-7740723.243750151,5472052.48622911,613,109
"Paoli, Oklahoma",-10827145.181586295,4140273.868906983,613,591
"Lowry City, Missouri",-10433697.573326549,4599236.192828719,613,230
"Trimble, Missouri",-10526582.556444455,4790100.0850251345,613,399
"Seville, Florida",-9073262.076341953,3418532.28841844,612,33
"Gates, Tennessee",-9952864.164794084,4278724.018544801,612,335
"Pennwyn, Pennsylvania",-8457286.805986453,4908101.244976663,612,444
"Lawrenceville, Pennsylvania",-8586116.852681506,5160365.303718011,612,405
"Sherando, Virginia",-8788028.145082347,4577857.873795917,612,33
"Hamilton Branch, California",-13480356.189051336,4906306.372432831,612,217
"Ava, Illinois",-9962704.807780208,4563700.659788373,612,223
"Shelby, Iowa",-10625512.187912438,5087369.541505351,612,126
"Keystone, Iowa",-10263456.676056394,5160904.546768904,612,527
"Bennington, Kansas",-10864036.460835187,4726428.304063662,612,561
"Matador, Texas",-11223353.513217714,4030816.3375293617,611,180
"Union, Louisiana",-10117205.129052192,3515342.4777381443,611,24
"Trimble, Tennessee",-9928362.744870484,4328451.977126775,611,364
"Wampsville, New York",-8427965.252111504,5323729.866010797,611,230
"Millwood, Pennsylvania",-8825999.223391933,4916992.869786994,611,380
"Irvona, Pennsylvania",-8744157.133760719,4979004.850803614,611,253
"Yatesville, Pennsylvania",-8436069.311041255,5057241.076385655,611,387
"Timber Hills, Pennsylvania",-8514137.669934576,4901711.235816502,611,353
"Whitesburg, Georgia",-9452549.845372794,3960899.0942510986,611,85
"Gisela, Arizona",-12388690.47063802,4042439.1525136596,611,82
"Muir, Michigan",-9455021.138068406,5311560.888443644,611,331
"Isola, Mississippi",-10084688.705791477,3930318.3242909363,611,319
"Reardan, Washington",-13122107.803780422,6052079.543496953,610,474
"Winfall, North Carolina",-8510931.66859973,4329610.841792698,610,102
"Lyndon, Illinois",-10010293.890094332,5118740.886301535,610,311
"Bartelso, Illinois",-9959443.146699965,4655580.362537485,610,546
"Elk Horn, Iowa",-10582197.774044774,5100206.453453333,610,306
"Ponemah, Minnesota",-10564030.433147315,6112646.26881435,610,21
"Nortonville, Kansas",-10612131.585119087,4781407.576698828,610,545
"Foots Creek, Oregon",-13707971.151876343,5218750.829493151,610,38
"Grayland, Washington",-13813613.348639157,5914434.839763258,609,34
"Lake Roesiger, Washington",-13571281.94913128,6104176.786377274,609,60
"Garfield, Washington",-13039909.49177867,5943755.456671538,609,250
"Nettie, West Virginia",-8982247.260669373,4610310.346652849,609,74
"West Point, Alabama",-9680632.350059131,4061087.3340997864,609,68
"Fort Cobb, Oklahoma",-10958479.9168242,4178036.932434202,609,334
"La Plena, Puerto Rico",-7370051.603306708,2042371.4960727086,609,620
"Sandy Hook, Kentucky",-9253332.484649152,4592557.792354695,609,239
"Winona, Texas",-10594609.897268226,3828173.544896816,608,152
"Dante, Virginia",-9161148.814323243,4436207.931916074,608,33
"Metamora, Ohio",-9340339.798653172,5117846.1201631185,608,287
"West Milford, West Virginia",-8950465.546047892,4750992.55361537,607,441
"Ingleside on the Bay, Texas",-10822592.21441285,3227607.88819025,607,801
"Provencal, Louisiana",-10374965.409984017,3718069.495102081,607,95
"River Pines, California",-13441550.214560801,4656761.645191129,607,640
"Baker, California",-12921053.671458691,4201574.707931274,607,87
"Como, Illinois",-9992672.014701758,5126021.422605899,607,219
"Oak Run, Illinois",-10033270.232994063,5007165.799576843,607,66
"Remy, Oklahoma",-10519513.768779084,4226269.687240443,607,18
"Glencoe, Oklahoma",-10790220.506490165,4332494.747380571,607,132
"Cuyahoga Heights, Ohio",-9089926.604113705,5076717.351259122,607,76
"Hartville, Missouri",-10298388.732267324,4474039.057917539,607,359
"Hopkins, Michigan",-9547126.88475076,5255081.226768429,607,489
"New Houlka, Mississippi",-9909783.521857087,4033677.271334983,607,190
"Caneyville, Kentucky",-9628089.550404707,4498386.879346447,607,142
"Myrtle Springs, Texas",-10679201.578322034,3844325.660577907,606,32
"Mandaree, North Dakota",-11429795.50889384,6063013.378670099,606,21
"Chesterfield, Tennessee",-9826171.452322258,4252116.1017152015,606,30
"Lake Arthur Estates, Pennsylvania",-8922067.94394653,5006679.321474506,606,352
"Elsah, Illinois",-10058305.986473473,4715098.922399407,606,214
"Oxford, Maryland",-8479239.009570885,4676636.181280004,606,434
"Mount Victory, Ohio",-9297526.322494082,4943818.567782867,606,277
"Wanship, Utah",-12402672.198681653,4985357.144041192,606,46
"Myton, Utah",-12252090.323485592,4894071.996965883,606,232
"Foristell, Missouri",-10125910.313232226,4695292.169355651,606,41
"Fostoria, Michigan",-9280850.66277325,5350025.727020092,606,60
"Howard, Kansas",-10715970.406131051,4504766.680483027,606,336
"Maple Hill, Kansas",-10689799.193845553,4733940.465733901,606,964
"Peña Blanca, New Mexico",-11836812.963081287,4241737.379802926,605,33
"Fallston, North Carolina",-9072794.53448062,4222320.778817694,605,108
"Cokeburg, Pennsylvania",-8912861.822057925,4880499.218735637,605,664
"Ursa, Illinois",-10171495.644712072,4876701.591993884,605,338
"McIntyre, Georgia",-9261904.085440233,3874960.335203467,605,45
"Shonto, Arizona",-12318692.774827208,4382014.070889346,605,51
"McIntosh, Minnesota",-10674025.222000146,6046659.119800072,605,233
"Circle, Montana",-11753891.074389378,6010505.406191406,605,298
"Murray Hill, Kentucky",-9527512.390472984,4620573.758897671,605,1792
"Albion, Washington",-13052332.7469512,5908123.981428419,604,594
"Reedsville, West Virginia",-8883362.156997707,4795019.084244454,604,359
"Byron, Wyoming",-12079066.438945608,5589525.580828114,604,257
"Linn, Texas",-10923748.235696698,3069377.9282894623,604,4
"Harrisville, New York",-8384706.497989238,5489180.925585894,604,296
"Loghill Village, Colorado",-11997903.398208233,4607179.489349258,604,41
"Patton Village, California",-13378131.500655873,4886322.164603977,604,70
"Lockwood, California",-13478586.209147723,4292533.596120397,604,21
"Peters, California",-13474556.443581006,4576078.338515008,604,92
"Bedford Park, Illinois",-9772905.075977676,5126140.821775615,604,39
"Pavo, Georgia",-9321671.520047141,3627516.5264554536,604,132
"Burlington, Indiana",-9617414.011237632,4936263.69368313,604,381
"Millington, Maryland",-8442013.771849615,4759400.011024704,604,325
"Calumet, Oklahoma",-10923191.63824273,4245912.332443094,604,182
"Thurston, Ohio",-9189780.18735527,4843458.099531266,604,576
"Pleasant Hope, Missouri",-10383247.580099037,4504121.51323872,604,150
"Hardin, Kentucky",-9829767.071874881,4406429.033851514,604,333
"Plum City, Wisconsin",-10262744.231315318,5564053.854517511,603,223
"Fairchild, Wisconsin",-10125364.84772734,5559330.809205429,603,160
"Poplar, Wisconsin",-10217303.615173506,5874240.310990498,603,19
"Cedar Grove, New Mexico",-11817844.121850112,4186735.174790312,603,12
"Ridgecrest, Louisiana",-10189117.520104647,3711153.441726725,603,541
"Elgin, North Dakota",-11337110.900859362,5845086.414304129,603,215
"Northampton, New York",-8090978.889582107,4994510.5404230235,603,20
"Joffre, Pennsylvania",-8944888.43955915,4921448.99978628,603,259
"Crucible, Pennsylvania",-8901741.004927676,4858374.135354281,603,202
"St. Libory, Illinois",-9986861.13728235,4630875.809656533,603,239
"Jasper, Minnesota",-10731187.780522494,5442119.679773101,603,228
"Arlee, Montana",-12699750.523761664,5969522.816345423,603,36
"Chenequa, Wisconsin",-9838839.610374533,5330681.976947383,602,67
"Oxford, Wisconsin",-9970419.248492181,5431459.557782474,602,280
"Danville, West Virginia",-9109741.473474909,4590846.439464767,602,217
"Santa Ana Pueblo, New Mexico",-11857774.42319766,4211478.815951814,602,31
"Carolina, Rhode Island",-7976987.731009794,5080801.5267523,602,94
"Eads, Colorado",-11441383.86788542,4647656.483171168,602,486
"Scotia, California",-13815105.029815787,4935561.21005216,602,311
"Black Rock, Arkansas",-10142029.375499094,4315354.412902785,602,70
"Pittsford, Vermont",-8129551.093141976,5420164.955297895,602,128
"Dumont, Iowa",-10349773.8092175,5274329.898141659,602,133
"Burnside, Arizona",-12203365.782365378,4266742.430425744,602,25
"Bay View, Ohio",-9220036.824952884,5081618.5696589425,602,841
"Natchez, Louisiana",-10357788.812554615,3720632.964036376,601,224
"East Bend, North Carolina",-8962165.224530265,4330631.849445627,601,177
"Salt Creek, Colorado",-11642694.035035975,4613229.558747871,601,424
"College Station, Arkansas",-10266952.108067306,4123863.737347825,601,222
"Carnesville, Georgia",-9265432.913298381,4078983.968305573,601,73
"Doon, Iowa",-10712530.633865539,5354565.95220141,601,359
"Juliaetta, Idaho",-12992053.24268664,5872815.134134616,601,332
"Washington, Oklahoma",-10852782.060315985,4171806.7062961706,601,158
"Doolittle, Missouri",-10229292.72433194,4571306.172739486,601,83
"Verona, Missouri",-10441055.791667985,4433964.65042351,601,267
"Claflin, Kansas",-10969077.53234772,4653787.3505504625,601,711
"New Augusta, Mississippi",-9910462.570750924,3659218.803239488,601,45
"Loyall, Kentucky",-9278546.349313827,4418594.906582725,601,786
"Milton, Kentucky",-9503723.415290462,4680401.740022758,601,157
"Fancy Farm, Kentucky",-9884369.282108981,4411307.617024599,601,264
"May Creek, Washington",-13544732.250577087,6082865.352657603,600,364
"Oconomowoc Lake, Wisconsin",-9846442.731595714,5326824.135646216,600,120
"Fort White, Florida",-9207624.701729432,3493578.9818479433,600,95
"Sandia, Texas",-10894849.695886763,3251482.9561114283,600,239
