"city, province_name",x,y,population,density
"Sainte-Anne-de-la-Pérade, Quebec",-8037267.235274351,5874321.293893094,2072,18.8
"Saint-Damien-de-Buckland, Quebec",-7866581.060041026,5882423.359279926,2071,25.2
"Baker Lake, Nunavut",-10690099.756470695,9433729.143360922,2069.00,11.40
"Saltair, British Columbia",-13777312.062691472,6266449.498532654,2069.00,305.10
"Pouch Cove, Newfoundland and Labrador",-5873995.570688667,6068179.103174163,2069,35.5
"Saint-Ferdinand, Quebec",-7966768.601754971,5796388.797364682,2067,15.1
"Port McNeill, British Columbia",-14147004.091615932,6549140.024416579,2064,149.9
"Digby, Nova Scotia",-7320436.506260145,5562239.414073434,2060,654.6
"Manouane, Quebec",-8280311.079523307,5976271.551716264,2060.00,258.40
"Saint-Gervais, Quebec",-7890692.861746849,5895954.277904,2058,23.1
"Neebing, Ontario",-9959387.486954568,6137403.779087061,2055,2.3
"Redwater, Alberta",-12590980.249307556,7160484.499467752,2053,102.5
"Saint-Alexandre-de-Kamouraska, Quebec",-7750619.546481673,6054063.476416348,2050,18.4
"Saint-Marc-sur-Richelieu, Quebec",-8148586.726067625,5729742.2614797745,2050,33.8
"Mandeville, Quebec",-8165284.649686615,5839309.1510988185,2043,6.3
"Caplan, Quebec",-7311831.509621827,6123507.424977484,2039,23.7
"Point Edward, Ontario",-9173649.993139327,5310921.655553075,2037,620.6
"Allardville, New Brunswick",-7284558.234377474,6012891.211771146,2032.00,3.10
"Waterville, Quebec",-8003871.38803637,5663606.118760089,2028,45.7
"Saint-Damien, Quebec",-8179756.183489743,5833390.578307006,2020,7.9
"Lac-Nominingue, Quebec",-8352668.748538934,5844682.851056053,2019,6.6
"Obedjiwan, Quebec",-8341046.993700116,6218815.68687296,2019.00,234.40
"Rama, Saskatchewan",-11465996.607299812,6756450.504769146,2016,3087.3
"McCreary, Manitoba",-11074619.541568821,6577084.627080124,2011,274.70
"Deloraine-Winchester, Manitoba",-11180061.363248209,6305033.273741472,2011,2.00
"Oakland-Wawanesa, Manitoba",-11115039.648675859,6380862.237147471,2011,2.90
"Brenda-Waskada, Manitoba",-11210084.229915155,6305033.273741472,2011,0.90
"Russell-Binscarth, Manitoba",-11284334.330274269,6573179.688722635,2011,4.30
"Ellice-Archie, Manitoba",-11273647.659158116,6502559.725028423,2011,0.80
"Souris-Glenwood, Manitoba",-11160680.639901102,6380862.237147471,2011,4.40
"Riverdale, Manitoba",-11162996.0853096,6441947.406571053,2011,3.70
"Pembina, Manitoba",-10969511.678361813,6305033.273741472,2011,2.10
"Wallace-Woodworth, Manitoba",-11236466.949233163,6431672.057394423,2011,1.50
"Lorne, Manitoba",-10992732.924141288,6350468.990440776,2011,3.30
"Ethelbert, Manitoba",-11187397.317691486,6716730.815638694,2011,104.30
"Yellowhead, Manitoba",-11185694.12948235,6530644.361844378,2011,1.80
"Swan Valley West, Manitoba",-11287172.977289498,6799727.675956083,2011,1.60
"Grey, Manitoba",-10917503.212263195,6396100.315710384,2011,2.80
"Gilbert Plains, Manitoba",-11180718.148243891,6648704.116950847,2011,1.40
"Norfolk-Treherne, Manitoba",-10975734.437897157,6388512.205087209,2011,2.40
"Hamiota, Manitoba",-11202547.900388451,6480358.591731369,2011,248.30
"Emerson-Franklin, Manitoba",-10801675.282092793,6297509.956862741,2011,2.60
"Sifton, Manitoba",-11206288.235279106,6388512.205087209,2011,2.6
"Rossburn, Manitoba",-11214414.558107013,6573179.688722635,2011,150.40
"Grand View, Manitoba",-11219802.421461407,6648757.361374114,2011,310.30
"Grassland, Manitoba",-11166491.51732051,6348243.567603573,2011,1.20
"Louise, Manitoba",-11007204.457944416,6304982.187868085,2011,2.00
"Ste. Rose, Manitoba",-11068563.761269668,6625221.585574022,2011,2.70
"Cartwright-Roblin, Manitoba",-11051765.650108963,6297475.92995546,2011,1.80
"Mossey River, Manitoba",-11128208.744436702,6755946.964478419,2011,1.00
"Lakeshore, Manitoba",-11093677.43839263,6664568.51835575,2011,1.10
"Riding Mountain West, Manitoba",-11253966.373185866,6592105.9891201835,2011,0.90
"Clanwilliam-Erickson, Manitoba",-11111421.765225077,6534389.192428228,2011,2.50
"Glenboro-South Cypress, Manitoba",-11061906.85572023,6388460.608850771,2011,1.40
"North Norfolk, Manitoba",-11002328.66424767,6434300.233667635,2011,3.30
"Reinland, Manitoba",-10864136.648376899,6297475.92995546,2011,6.20
"Minitonas-Bowsman, Manitoba",-11240730.485730544,6826077.5205059815,2011,1.40
"Kippens, Newfoundland and Labrador",-6525949.300468553,6198713.373672922,2008,140.3
"Blucher, Saskatchewan",-11824089.145283615,6802548.708991606,2006.00,2.50
"Hatley, Quebec",-8009437.362576034,5664128.08662131,2003,28.0
"Saint-Gédéon, Quebec",-7989032.499913627,6190443.809135445,2001,31.5
"Kingsey Falls, Quebec",-8022428.347151608,5756344.112095583,2000,28.7
"Provost, Alberta",-12275044.402487166,6864369.811394584,1998,423.0
"Saint-Charles, New Brunswick",-7237815.180193378,5888245.259932793,1997.00,11.40
"Mattawa, Ontario",-8760843.92543063,5831246.680876115,1993,544.8
"Tumbler Ridge, British Columbia",-13469658.385986103,7387780.0233205855,1987,1.3
"Terrasse-Vaudreuil, Quebec",-8235783.283205996,5684714.657219866,1986,1865.2
"L'Ascension-de-Notre-Seigneur, Quebec",-7979748.454381468,6224110.131660086,1983,15.0
"Bow Island, Alberta",-12397284.33532726,6423222.552941181,1983,341.6
"Barraute, Quebec",-8642099.424601445,6179245.6405288335,1980,4.0
"One Hundred Mile House, British Columbia",-13504467.990757158,6735525.948694961,1980.00,37.20
"Kedgwick, New Brunswick",-7496599.600440501,6048096.522420448,1979,3.0
"Gambo, Newfoundland and Labrador",-6035375.436491676,6238171.608507668,1978,21.5
"Saint-Liguori, Quebec",-8189407.583341518,5783025.8109529335,1976,39.1
"Bonfield, Ontario",-8809078.660791356,5815143.811412148,1975,9.5
"Pointe-Lebel, Quebec",-7591989.272101258,6303194.377332405,1973,23.3
"Saint Mary, New Brunswick",-7221083.86072715,5844473.005474696,1972.00,8.30
"Saint-Patrice-de-Sherrington, Quebec",-8183841.608801855,5647803.278083921,1971,21.3
"Fox Creek, Alberta",-13003140.66396965,7245322.348812438,1971,159.4
"Dawn-Euphemia, Ontario",-9130057.280544681,5266419.697085063,1967,4.4
"Chapleau, Ontario",-9284045.532159016,6079166.565937235,1964,138.2
"Saint-Esprit, Quebec",-8200539.532420847,5764338.606003876,1963,36.4
"Westfield Beach, New Brunswick",-7379012.822315567,5675714.095267471,1962.00,6.60
"Montague, Prince Edward Island",-6974166.098198589,5806862.272923746,1961.00,620.80
"Mashteuiatsh, Quebec",-8042777.55006862,6202043.637975533,1957.00,134.90
"Saint-François-du-Lac, Quebec",-8107765.868793732,5791044.392219891,1957,30.4
"Eel River Crossing, New Brunswick",-7393929.634081865,6108934.641484972,1953,29.8
"Saint-Fulgence, Quebec",-7892551.8972430965,6182047.999176792,1949,5.5
"Millet, Alberta",-12631734.314886974,7001108.802086462,1945,522.9
"Vallée-Jonction, Quebec",-7894410.932739344,5839309.1510988185,1940,76.6
"Saint-Georges-de-Cacouna, Quebec",-7736704.610132514,6093007.854285928,1939,30.6
"Lumsden No. 189, Saskatchewan",-11662787.203124162,6563724.0388079705,1938.00,2.40
"Manitouwadge, Ontario",-9554919.249106288,6297509.956862741,1937,5.5
"Wellington, Ontario",-8610941.099128406,5458929.421142126,1932.00,275.40
"Swift Current No. 137, Saskatchewan",-12006463.867050236,6484654.879727857,1932.00,1.80
"Tofino, British Columbia",-14013476.362409404,6296523.232281326,1932.00,183.10
"Fort Qu’Appelle, Saskatchewan",-11553104.108845549,6580128.948628337,1919,363.2
"Vulcan, Alberta",-12606932.332338233,6515839.147611882,1917,302.3
"Indian Head, Saskatchewan",-11540124.256219054,6539151.427325227,1910,602.0
"Petit Rocher, New Brunswick",-7315460.525021687,6070978.497803519,1908,425.2
"Wabush, Newfoundland and Labrador",-7443823.029855411,6966016.966218508,1906,41.2
"Saint-Fabien, Quebec",-7666573.330932751,6156910.055358622,1906,15.9
"Watrous, Saskatchewan",-11740432.54795247,6743206.995041264,1900.00,170.10
"North Frontenac, Ontario",-8560468.842002738,5613653.441095038,1898,1.6
"Lac-Supérieur, Quebec",-8289595.125055465,5812457.491341966,1892,5.1
"Les Escoumins, Quebec",-7725572.661053186,6165281.144871334,1891,7.0
"Richibucto, New Brunswick",-7217788.803799668,5880089.197507713,1887.00,7.60
"Rivière-Beaudette, Quebec",-8274745.104983641,5658324.878150871,1885,101.9
"Saint-Barthélemy, Quebec",-8141161.716031714,5809771.987633488,1883,17.9
"Nisga'a, British Columbia",-14408003.769729845,7382816.066318242,1880.00,0.90
"Austin, Quebec",-8046540.1488574315,5650424.627039407,1880,25.5
"Saint-Mathieu, Quebec",-8183808.212954618,5671517.978835232,1879,59.5
"Saint-Paul-de-l'Île-aux-Noix, Quebec",-8157859.639650705,5642531.3114081025,1877,63.4
"Orkney No. 244, Saskatchewan",-11426600.639508074,6666649.337914334,1875.00,2.30
"Behchokò, Northwest Territories",-12912315.09143142,9055860.029415118,1874.00,24.90
"Saint-Joseph-de-Coleraine, Quebec",-7944872.057915934,5775543.001861866,1870,14.7
"Saint-Cyprien-de-Napierville, Quebec",-8172709.659722528,5650424.627039407,1869,19.2
"Sayabec, Quebec",-7534470.491208374,6201656.7221679455,1864,14.3
"Valleyview, Alberta",-13054247.442192843,7375191.373234183,1863,199.9
"Déléage, Quebec",-8451008.386705711,5841987.5227455245,1856,7.5
"Potton, Quebec",-8055824.19438959,5634644.913090013,1849,7.1
"Sainte-Béatrix, Quebec",-8194973.557881181,5812457.491341966,1849,22.0
"Sainte-Justine, Quebec",-7831326.1773067955,5844682.851056053,1845,14.6
"Eastman, Quebec",-8048855.594265932,5674272.943372202,1843.00,25.00
"Saint-Valérien-de-Milton, Quebec",-8094786.016167237,5711182.411310465,1840,17.1
"Saint-Cuthbert, Quebec",-8152293.665111042,5804419.495079224,1839,13.9
"Saint-Blaise-sur-Richelieu, Quebec",-8157859.639650705,5655701.224597881,1837,26.3
"Middleton, Nova Scotia",-7243403.418631202,5612363.736110089,1832,329.1
"Maugerville, New Brunswick",-7378912.634773852,5801222.404118839,1831.00,2.00
"Dalmeny, Saskatchewan",-11885949.386317438,6862037.257102872,1826,805.7
"Kamsack, Saskatchewan",-11342866.118533373,6721850.831018304,1825,311.8
"Lumsden, Saskatchewan",-11673807.832712695,6558965.166859822,1824,402.0
"Trinity Bay North, Newfoundland and Labrador",-5909506.488251721,6190074.219404193,1819,71.5
"Saint-Michel-de-Bellechasse, Quebec",-7894410.932739344,5920343.196876684,1816,41.0
"Sainte-Angèle-de-Monnoir, Quebec",-8137454.776988298,5682067.42691484,1812,39.9
"Picture Butte, Alberta",-12554612.171665395,6424327.931807501,1810,635.1
"Sacré-Coeur-Saguenay, Quebec",-7776111.709873332,6148196.098387217,1803.00,5.90
"Saint-Louis, New Brunswick",-7247410.920299759,5894022.329353331,1802.00,7.00
"Victoria, Newfoundland and Labrador",-5926772.141273757,6068261.912441254,1800,102.0
"Saint-Robert, Quebec",-8126322.82790897,5775014.476796594,1794,27.7
"Armstrong, Manitoba",-10853093.754890207,6557859.254087209,1792,1.0
"Saint-Pierre-de-l'Île-d'Orléans, Quebec",-7911108.856358334,5923046.421536906,1789,57.1
"La Guadeloupe, Quebec",-7895891.481966894,5772340.302359437,1787,54.8
"Saint Andrews, New Brunswick",-7464205.628619659,5633178.804512301,1786,213.9
"Burns Lake, British Columbia",-13999817.460889068,7213684.087478556,1779,269.8
"Povungnituk, Quebec",-8602224.782999294,8410365.434613936,1779.00,20.60
"Manners Sutton, New Brunswick",-7465185.240138641,5723116.134574042,1777.00,3.40
"Gore, Quebec",-8265472.191400562,5743567.855452993,1775,19.1
"Deseronto, Ontario",-8577166.76562173,5496444.989877837,1774,705.7
"Lamont, Alberta",-12554367.268785648,7124890.0520453835,1774,192.8
"Chambord, Quebec",-8022428.347151608,6179245.6405288335,1773,14.6
"Dudswell, Quebec",-7968616.50530214,5713822.367752549,1771,8.1
"Wynyard, Saskatchewan",-11597631.905162858,6758051.250933892,1767,334.1
"Cambridge Bay, Nunavut",-11707548.770372137,10798416.352219151,1766.00,8.70
"Saint-Narcisse, Quebec",-8066956.143468917,5871633.060633663,1762,16.8
"Frontenac Islands, Ontario",-8502950.061109854,5496444.989877837,1760,10.1
"Waswanipi, Quebec",-8455205.131508619,6409693.530785716,1759.00,4.20
"Inukjuak, Quebec",-8697492.003220178,8069344.831916492,1757.00,31.60
"Piney, Manitoba",-10668114.157039024,6310041.1922026845,1755,0.0
"Komoka, Ontario",-9061417.682521548,5305581.202086548,1754.00,1576.60
"Saint-Zacharie, Quebec",-7833185.2128030425,5801736.431241585,1751,9.4
"Hemmingford, Quebec",-8191255.486888687,5634644.913090013,1747,11.1
"Shelburne, Nova Scotia",-7271789.888783486,5428885.082241094,1743,197.2
"Saint-Clet, Quebec",-8262132.606676765,5676791.151211871,1738,44.3
"Carberry, Manitoba",-11060637.813525185,6423602.510405837,1738,350.7
"Brighton, New Brunswick",-7498313.920598718,5833648.525906678,1735.00,3.40
"Saint-Antoine, New Brunswick",-7208270.987336843,5838696.144372628,1733,274.3
"Warfield, British Columbia",-13106133.456851587,6291047.3076125765,1729,910.0
"Northampton, New Brunswick",-7510870.759160199,5801415.160789996,1724.00,7.10
"Saint-Ours, Quebec",-8143020.751527962,5761667.644910442,1721,29.0
"Stephenville Crossing, Newfoundland and Labrador",-6502917.2978234235,6193249.854351846,1719,55.1
"Sainte-Anne-de-la-Pocatière, Quebec",-7792364.355529149,5999391.278141545,1717,31.1
"Ucluelet, British Columbia",-13975416.228507182,6263975.009667466,1717,264.5
"Saint-Placide, Quebec",-8259906.216860899,5705873.054657281,1715,39.8
"Barrière, British Columbia",-13372376.282981861,6653248.887317506,1713,164.7
"Fisher, Manitoba",-10871583.92231097,6635900.012340723,1708.00,1.20
"Nipissing, Ontario",-8855465.492604913,5788365.378851466,1707,4.3
"Sainte-Clotilde, Quebec",-8202387.435968015,5645166.908574268,1704,21.6
"Shaunavon, Saskatchewan",-12068368.635880375,6386053.138261736,1699,344.2
"Wicklow, New Brunswick",-7537075.367292936,5861114.755254594,1697.00,8.70
"Southesk, New Brunswick",-7395354.523564019,5940458.2901363885,1694.00,0.70
"Nouvelle, Quebec",-7382341.275090286,6129059.925120251,1689,7.3
"Rosthern, Saskatchewan",-11836968.810368396,6918517.993287871,1688,392.0
"Yamaska, Quebec",-8119543.470919659,5784131.943690678,1687.00,23.20
"Neguac, New Brunswick",-7241332.876102446,5980238.058856224,1684,62.9
"Flat Rock, Newfoundland and Labrador",-5868140.16547294,6058512.451439251,1683,92.90
"Igloolik, Nunavut",-9092698.459434459,10870395.455225457,1682.00,16.30
"Grunthal, Manitoba",-10782439.274083715,6344119.535576395,1680.00,593.70
"Naramata, British Columbia",-13312007.723124668,6375331.1104021305,1676.00,207.80
"Saint-Élie-de-Caxton, Quebec",-8122615.888865556,5858139.5499618,1676,14.2
"Blumenort, Manitoba",-10764661.55140403,6377855.736836797,1675.00,526.30
"Balmoral, New Brunswick",-7397180.163213029,6101316.688296032,1674,38.6
"Price, Quebec",-7583384.275462938,6207546.476213103,1673,646.0
"Rosedale, Manitoba",-11080619.66212258,6522775.246674301,1672.00,1.90
"Saint-Jacques-le-Mineur, Quebec",-8172709.659722528,5666232.0829679435,1672,24.9
"Huron Shores, Ontario",-9261781.634000361,5825865.05427682,1664,3.8
"Champlain, Quebec",-8053965.158893341,5852757.632510748,1664,28.4
"Whitehead, Manitoba",-11160613.848206624,6411383.4600446345,1661.00,2.90
"Saint-Antoine-sur-Richelieu, Quebec",-8146727.690571377,5745690.636915765,1659,25.2
"Saint-Pacôme, Quebec",-7786798.380989486,6007610.414387713,1658,57.5
"Saint-Stanislas-de-Kostka, Quebec",-8252113.852505369,5649903.454641643,1654,28.7
"Frontenac, Quebec",-7884759.532887567,5713297.4949822435,1650,7.4
"Stuartburn, Manitoba",-10744089.709505433,6297475.92995546,1648.00,1.40
"Yamaska-Est, Quebec",-8117417.268645509,5780349.220256351,1644,22.5
"Sainte-Émélie-de-l'Énergie, Quebec",-8198680.4969246,5831246.680876115,1644,10.7
"Saint-Charles-sur-Richelieu, Quebec",-8146727.690571377,5729742.2614797745,1643,25.2
"Saint-Joseph-de-Sorel, Quebec",-8140883.417304731,5787499.284369917,1642.00,1192.70
"Nipigon, Ontario",-9825982.20918791,6277457.882749342,1642,15.0
"Rivière-Blanche, Quebec",-7536329.526704621,6238171.608507668,1642,13.6
"Sainte-Hélène-de-Bagot, Quebec",-8096633.919714404,5737712.879579124,1637,22.3
"Franklin Centre, Quebec",-8226566.029368313,5628876.444032944,1636.00,14.50
"Harbour Breton, Newfoundland and Labrador",-6215334.525308081,6021320.836273657,1634,118.9
"Massey Drive, Newfoundland and Labrador",-6445398.516930539,6264212.258045433,1632,658.70
"Mille-Isles, Quebec",-8262132.606676765,5751550.865005549,1629,26.8
"Wilton No. 472, Saskatchewan",-12221599.914957315,7005967.582459982,1629.00,1.60
"Lyster, Quebec",-7972334.5762946345,5839309.1510988185,1628,9.7
"Oakview, Manitoba",-11156072.01298226,6480358.591731369,1626.00,1.40
"Balgonie, Saskatchewan",-11607171.985523842,6531221.725102419,1625,515.8
"Harrison Park, Manitoba",-11150583.96208615,6543180.460124169,1622.00,1.70
"Kensington, Prince Edward Island",-7085485.588991863,5850059.831661865,1619,537.9
"Witless Bay, Newfoundland and Labrador",-5881008.698608642,5987897.557728705,1619,92.6
"Pond Inlet, Nunavut",-8655123.805024259,12003037.074424695,1617.00,9.30
"Royston, British Columbia",-13908323.971406074,6384247.989702179,1616.00,361.30
"Sainte-Clotilde-de-Horton, Quebec",-8040974.174317769,5777673.437302579,1616,14.2
"Burford, Ontario",-8952758.727558235,5327754.141230403,1615.00,208.20
"Fossambault-sur-le-Lac, Quebec",-7972334.5762946345,5920343.196876684,1613,141.7
"Saint-Benoît-Labre, Quebec",-7881419.948163768,5791044.392219891,1612,19.0
"Coombs, British Columbia",-13848690.12018812,6326055.843401251,1612.00,102.80
"Terrace Bay, Ontario",-9695927.648094129,6240993.463458898,1611,10.5
"Chapais, Quebec",-8332753.691636017,6408590.088057849,1610,25.3
"Saint-Honoré-de-Shenley, Quebec",-7885126.887207184,5775014.476796594,1610,12.1
"Cleveland, Quebec",-8023908.896379158,5727623.276760169,1609,12.9
"Macdonald, Meredith and Aberdeen Additional, Ontario",-9358262.23667089,5858139.5499618,1609,9.8
"Messines, Quebec",-8462140.335785039,5817814.855494055,1608,14.1
"Saint-Jean-de-Dieu, Quebec",-7686610.839275539,6106854.834885075,1606,10.6
"Nakusp, British Columbia",-13113458.279345786,6488535.625952349,1605,195.2
"Florenceville, New Brunswick",-7526889.633885352,5851707.491968852,1604,102.7
"Saint-Antoine-de-Tilly, Quebec",-7968616.50530214,5887839.709877262,1604,26.6
"Lakeview, British Columbia",-13310460.382202642,6429424.932240691,1600.00,63.50
"Humbermouth, Newfoundland and Labrador",-6475209.876564978,6277508.802269704,1599,24.60
"Fort St. James, British Columbia",-13831914.272925572,7254524.796879208,1598,72.0
"Saint-François-de-la-Rivière-du-Sud, Quebec",-7872147.03458069,5923046.421536906,1596,17.0
"Saint-Jacques, New Brunswick",-7610835.661892558,6034525.086035548,1596.00,5.30
"Uashat, Quebec",-7391024.1953721605,6486725.54536695,1592.00,681.80
"Perth, New Brunswick",-7536151.415519352,5899624.529925015,1590,177.3
"Eeyou Istchee Baie-James, Quebec",-8370969.672825347,6861508.881595514,1589.00,0.00
"Shellbrook No. 493, Saskatchewan",-11828285.890086522,7048841.930127676,1587.00,1.30
"Shawville, Quebec",-8514082.01018918,5716479.015326831,1587,294.5
"Saint-Lucien, Quebec",-8044692.245310263,5759013.473167141,1584,14.2
"Lambton, Quebec",-7912589.405585884,5753148.326952324,1584,14.6
"Saint-Laurent-de-l'Île-d'Orléans, Quebec",-7905542.881818672,5920343.196876684,1580,44.2
"Saint-Flavien, Quebec",-7970475.5407983875,5863540.939439467,1578,23.4
"Grenville, Quebec",-8304434.013178207,5721778.763792307,1577,560.4
"Chute-aux-Outardes, Quebec",-7614253.1702599125,6294686.190579142,1577,216.0
"Sainte-Marcelline-de-Kildare, Quebec",-8193114.522384935,5799070.23983849,1567,45.2
"Saint-Félix-de-Kingsey, Quebec",-8035408.199778105,5748356.801602935,1563,12.3
"Upper Island Cove, Newfoundland and Labrador",-5924790.654337638,6048360.898389657,1561,199.00
"Glenelg, New Brunswick",-7267971.630249277,5933182.817895432,1560.00,3.10
"Sainte-Élisabeth, Quebec",-8165284.649686615,5793708.166928932,1559,18.8
"Ashcroft, British Columbia",-13500894.635102697,6572898.323219533,1558,32.3
"Clarkes Beach, Newfoundland and Labrador",-5931369.63624352,6031440.641238116,1558,122.6
"Saint-Bernard-de-Lacolle, Quebec",-8172709.659722528,5634644.913090013,1549,13.0
"Belledune, New Brunswick",-7326681.529693648,6090234.492705669,1548,8.2
"Saint-Guillaume, Quebec",-8100351.990706901,5761667.644910442,1547,17.6
"Venise-en-Québec, Quebec",-8141161.716031714,5634644.913090013,1547,116.9
"Maliotenam, Quebec",-7368359.54704665,6482967.408336916,1542.00,288.70
"Ripon, Quebec",-8360093.758574844,5745690.636915765,1542,11.7
"Hilliers, British Columbia",-13856237.581663903,6326294.844186916,1540.00,53.00
"Saint-Joseph, New Brunswick",-7604034.041005089,6033634.277707204,1538.00,4.80
"Saint-Paulin, Quebec",-8130029.766952386,5847379.004461812,1534,16.0
"Bon Accord, Alberta",-12625734.194333214,7138553.994256278,1529,718.7
"Saint David, New Brunswick",-7480480.5381736355,5667577.000647273,1529.00,8.00
"Saint-Albert, Quebec",-8024276.250698776,5780349.220256351,1526,21.8
"Matagami, Quebec",-8642099.424601445,6403092.288424938,1526,22.8
"Springfield, New Brunswick",-7325701.918174668,5732483.34974532,1525.00,6.10
"Amherst, Quebec",-8322990.972293447,5788365.378851466,1524,6.6
"Notre-Dame-du-Laus, Quebec",-8417612.53946773,5793708.166928932,1518,1.8
"St. George, New Brunswick",-7438001.020486922,5642531.3114081025,1517,93.8
"Wembley, Alberta",-13262515.077517979,7392435.395806763,1516,318.9
"Victoria, Manitoba",-11011200.827663895,6388357.4173323875,1514.00,2.20
"Springbrook, Alberta",-12677620.208991962,6832664.810796525,1507.00,286.30
"Saint-Tite-des-Caps, Quebec",-7877713.0091203535,5963859.23200677,1506,11.7
"Hudson Bay, Saskatchewan",-11398225.301304867,6955484.370019037,1504,86.7
"Pinawa, Manitoba",-10681628.343221327,6475890.723790431,1504.00,11.70
"Brudenell, Lyndoch and Raglan, Ontario",-8616128.587399375,5671517.978835232,1503,2.1
"Carlyle, Saskatchewan",-11384276.96910847,6383010.398512131,1503,451.1
"Keremeos, British Columbia",-13339347.790063499,6309291.518392535,1502,717.5
"Val-Joli, Quebec",-8011663.752391899,5716479.015326831,1501,16.5
"Gold River, British Columbia",-14031977.661779245,6407728.124842609,1500,15.0
"Saint-Casimir, Quebec",-8029842.2252384415,5885131.11649027,1500,22.5
"Bay Bulls, Newfoundland and Labrador",-5878815.704640015,5993773.872529832,1500,48.8
"Langham, Saskatchewan",-11907478.575836856,6866703.04131815,1496,374.9
"Frenchman Butte, Saskatchewan",-12181669.613609768,7095737.651958868,1494.00,0.80
"Gordon, New Brunswick",-7479701.3017380815,5915394.879555383,1493.00,1.00
"Kugluktuk, Nunavut",-12837619.713109134,10389440.322279045,1491.00,2.70
"Saint-Malachie, Quebec",-7877713.0091203535,5866226.697424005,1489,14.8
"Southampton, New Brunswick",-7493182.092073147,5793002.028111447,1484.00,3.30
"Salluit, Quebec",-8419504.970811216,8907032.86166804,1483.00,101.10
"Pangnirtung, Nunavut",-7311786.981825509,9916258.765292319,1481.00,190.60
"Saint-Louis-de-Gonzague, Quebec",-8235415.928886379,5653062.5386325,1481,18.6
"Moosonee, Ontario",-8977148.82799104,6669584.7271997025,1481,2.7
"Englehart, Ontario",-8890720.375339141,6076414.240896179,1479,489.7
"Saint-Urbain, Quebec",-7851731.039969202,6032314.730406034,1474,4.4
"Tring-Jonction, Quebec",-7901824.810826177,5823191.574167613,1473,57.5
"Nauwigewauk, New Brunswick",-7333037.872617944,5697597.385718734,1472.00,48.20
"Pointe-à-la-Croix, Quebec",-7423151.0004151,6109633.569655608,1472,3.7
"Denmark, New Brunswick",-7511516.4122068,5960947.031535799,1471.00,2.00
"Saint-Joachim, Quebec",-7886985.922703432,5950239.167201476,1471,34.5
"Torch River No. 488, Saskatchewan",-11628645.515297864,7084357.706458709,1471.00,0.30
"Saint-Théodore-d'Acton, Quebec",-8079935.996095413,5729742.2614797745,1471,17.7
"Grindrod, British Columbia",-13261646.785489792,6556104.141366613,1470.00,34.00
"L’ Îsle-Verte, Quebec",-7718147.651017274,6109633.569655608,1469,12.5
"Harrison Hot Springs, British Columbia",-13556699.09583736,6325919.274572152,1468,263.4
"Palmarolle, Quebec",-8816503.670827268,6218495.428256901,1465,12.5
"Henryville, Quebec",-8146727.690571377,5642531.3114081025,1464,22.6
"Sussex Corner, New Brunswick",-7288298.569268128,5734348.409143757,1461.00,156.40
"Saint-Odilon-de-Cranbourne, Quebec",-7868428.963588194,5839309.1510988185,1459,11.2
"Pipestone, Manitoba",-11259343.10459118,6388512.205087209,1458.00,1.30
"Laurierville, Quebec",-7976041.515338052,5828555.457219464,1454,13.6
"La Doré, Quebec",-8087361.006131326,6227484.111448055,1453,5.0
"Lac-au-Saumon, Quebec",-7497367.704926974,6176460.975132279,1453,17.7
"Wotton, Quebec",-7992739.438957042,5737712.879579124,1453,10.1
"Prairie Lakes, Manitoba",-11090738.603835689,6343589.205392033,1453.00,1.40
"Elk Point, Alberta",-12345019.834399818,7150616.733784314,1452,295.5
"Shellbrook, Saskatchewan",-11844393.820404308,7023182.58025599,1444,390.3
"Wemindji, Quebec",-8765118.593877092,6991140.880242743,1444.00,3.70
"Cape Dorset, Nunavut",-8520449.485062554,9406799.04127997,1441.00,147.90
"Strong, Ontario",-8838767.568985922,5740376.655556497,1439,9.0
"Lappe, Ontario",-9947209.134661784,6202094.106552175,1436.00,9.80
"Rivière-Héva, Quebec",-8707043.21553024,6145755.776039982,1433,3.4
"Fort-Coulonge, Quebec",-8541911.8828875,5756344.112095583,1433,462.4
"Irishtown-Summerside, Newfoundland and Labrador",-6450964.491470205,6272028.228323673,1418,119.20
"Godmanchester, Quebec",-8265472.191400562,5634124.653699231,1417,10.2
"Macklin, Saskatchewan",-12238464.817812495,6860015.041777428,1415,450.7
"Armour, Ontario",-8832489.14970518,5721078.316238499,1414,8.6
"Saint-Simon, Quebec",-8109213.0221740445,5735432.554697399,1413.00,20.50
"St. François Xavier, Manitoba",-10872819.568658775,6444596.141324796,1411,6.9
"Tingwick, Quebec",-8006587.583611727,5762307.322931684,1410.00,8.30
"Saint-Aubert, Quebec",-7816487.2891840525,5972044.788866456,1409,14.0
"Saint-Mathieu-du-Parc, Quebec",-8117049.914325892,5871633.060633663,1407,6.3
"Wabasca, Alberta",-12674458.735453432,7555529.65754431,1406.00,65.80
"Ragueneau, Quebec",-7629092.058382655,6286186.575974611,1405,7.6
"Notre-Dame-du-Bon-Conseil, Quebec",-8053965.158893341,5780349.220256351,1404,331.4
"Wasagamack, Manitoba",-10568806.039302344,7152298.296698289,1403.00,17.30
"Saint-Ubalde, Quebec",-8044692.245310263,5901362.752209635,1403,10.0
"Creighton, Saskatchewan",-11343155.549209436,7314673.261726262,1402,97.40
"Fortune, Newfoundland and Labrador",-6214043.219214879,5954046.7159232,1401,25.5
"Faraday, Ontario",-8673647.368292259,5621521.486192066,1401,6.4
